seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,lat,lon,gps_spd,sats,gps_fix
0,1575105,-2.034,-0.997,-9.792,59.513,-2.178,-16.119,-174.182,11.682,-0.102,-0.207,-16.119,0.000000,0.000000,0.00,0,0
1,1585098,-2.077,-1.216,-9.694,65.373,-2.574,-15.570,-173.188,11.831,-0.124,-0.212,-15.570,0.000000,0.000000,0.00,0,0
2,1595112,-2.113,-1.626,-9.516,70.255,-3.124,-14.654,-171.745,11.985,-0.166,-0.215,-14.654,0.000000,0.000000,0.00,0,0
3,1605108,-2.070,-2.009,-9.478,73.246,-3.704,-13.738,-170.230,11.979,-0.205,-0.211,-13.738,0.000000,0.000000,0.00,0,0
4,1615097,-2.011,-2.547,-9.506,74.040,-4.344,-12.304,-168.503,11.853,-0.260,-0.205,-12.304,0.000000,0.000000,0.00,0,0
5,1625094,-1.996,-2.855,-9.398,72.300,-4.466,-11.083,-166.858,11.748,-0.291,-0.204,-11.083,0.000000,0.000000,0.00,0,0
6,1635086,-2.056,-2.928,-9.175,68.821,-3.917,-9.435,-165.442,11.767,-0.299,-0.210,-9.435,0.000000,0.000000,0.00,0,0
7,1645094,-2.123,-3.058,-9.007,64.518,-3.307,-7.055,-164.137,11.873,-0.312,-0.216,-7.055,0.000000,0.000000,0.00,0,0
8,1655086,-2.080,-3.347,-8.853,59.483,-2.574,-4.217,-162.769,11.940,-0.341,-0.212,-4.217,0.000000,0.000000,0.00,0,0
9,1665094,-2.073,-3.762,-8.776,51.335,-0.621,1.520,-161.280,11.992,-0.384,-0.211,1.520,0.000000,0.000000,0.00,0,0
10,1675093,-2.034,-4.283,-8.632,38.975,2.736,8.784,-159.605,12.017,-0.437,-0.207,8.784,0.000000,0.000000,0.00,0,0
11,1685094,-1.889,-4.601,-8.447,26.127,5.604,11.774,-157.908,11.937,-0.469,-0.193,11.774,0.000000,0.000000,0.00,0,0
12,1695087,-2.065,-4.572,-7.981,15.843,6.276,12.537,-156.309,12.104,-0.466,-0.211,12.537,0.000000,0.000000,0.00,0,0
13,1705094,-2.101,-4.579,-8.183,3.208,2.888,9.791,-155.089,12.217,-0.467,-0.214,9.791,0.000000,0.000000,0.00,0,0
14,1715093,-2.054,-4.206,-8.346,-2.041,-0.102,2.131,-154.437,12.256,-0.429,-0.209,2.131,0.000000,0.000000,0.00,0,0
15,1725094,-2.371,-3.603,-8.733,-4.696,-3.917,-3.057,-154.555,12.516,-0.367,-0.242,-3.057,0.000000,0.000000,0.00,0,0
16,1735086,-2.509,-3.176,-9.381,-5.184,-5.321,-5.651,-155.250,12.758,-0.324,-0.256,-5.651,0.000000,0.000000,0.00,0,0
17,1745087,-2.528,-2.880,-9.689,-4.696,-2.422,-6.262,-156.212,12.974,-0.294,-0.258,-6.262,0.000000,0.000000,0.00,0,0
18,1755086,-2.590,-2.749,-9.744,-2.468,1.271,-5.895,-157.187,13.244,-0.280,-0.264,-5.895,0.000000,0.000000,0.00,0,0
19,1765088,-2.461,-2.834,-9.677,0.462,4.994,-5.621,-157.959,13.419,-0.289,-0.251,-5.621,0.000000,0.000000,0.00,0,0
20,1775086,-2.290,-2.892,-9.374,2.293,7.863,-5.346,-158.520,13.509,-0.295,-0.233,-5.346,0.000000,0.000000,0.00,0,0
21,1785087,-2.125,-2.913,-9.098,3.544,9.175,-4.919,-158.926,13.508,-0.297,-0.217,-4.919,0.000000,0.000000,0.00,0,0
22,1795086,-1.963,-3.036,-8.887,4.185,9.114,-4.095,-159.127,13.395,-0.310,-0.200,-4.095,0.000000,0.000000,0.00,0,0
23,1805087,-1.870,-3.239,-8.690,3.666,8.107,-2.996,-159.090,13.223,-0.330,-0.191,-2.996,0.000000,0.000000,0.00,0,0
24,1815086,-1.896,-3.451,-8.618,2.598,5.971,-2.783,-158.875,13.068,-0.352,-0.193,-2.783,0.000000,0.000000,0.00,0,0
25,1825088,-1.882,-3.494,-8.709,0.736,3.529,-3.362,-158.697,12.877,-0.356,-0.192,-3.362,0.000000,0.000000,0.00,0,0
26,1835086,-1.901,-3.359,-8.868,-1.583,1.820,-3.668,-158.714,12.691,-0.343,-0.194,-3.668,0.000000,0.000000,0.00,0,0
27,1845087,-1.949,-3.152,-9.055,-2.987,0.508,-3.790,-158.954,12.534,-0.321,-0.199,-3.790,0.000000,0.000000,0.00,0,0
28,1855086,-1.999,-2.863,-9.129,-3.567,0.172,-3.759,-159.411,12.433,-0.292,-0.204,-3.759,0.000000,0.000000,0.00,0,0
29,1865088,-1.953,-2.761,-9.213,-3.017,0.477,-2.844,-159.911,12.303,-0.282,-0.199,-2.844,0.000000,0.000000,0.00,0,0
30,1875087,-1.908,-2.793,-9.259,-1.888,0.874,-1.928,-160.334,12.149,-0.285,-0.195,-1.928,0.000000,0.000000,0.00,0,0
31,1885088,-1.958,-2.846,-9.281,-1.095,1.301,-1.165,-160.672,12.047,-0.290,-0.200,-1.165,0.000000,0.000000,0.00,0,0
32,1895094,-1.958,-2.940,-9.233,-0.667,1.851,-0.494,-160.893,11.963,-0.300,-0.200,-0.494,0.000000,0.000000,0.00,0,0
33,1905095,-1.968,-3.130,-9.247,-0.210,2.003,-0.494,-160.956,11.885,-0.319,-0.201,-0.494,0.000000,0.000000,0.00,0,0
34,1915102,-1.989,-3.116,-9.290,-0.210,2.064,-1.440,-161.033,11.826,-0.318,-0.203,-1.440,0.000000,0.000000,0.00,0,0
35,1927697,-1.951,-3.097,-9.283,-0.515,2.980,-1.867,-161.121,11.755,-0.316,-0.199,-1.867,0.000000,0.000000,0.00,0,0
36,1935099,-1.951,-3.097,-9.283,-0.515,2.980,-1.867,-161.195,11.692,-0.316,-0.199,-1.867,0.000000,0.000000,0.00,0,0
37,1945091,-1.927,-3.065,-9.235,-0.698,3.193,-1.745,-161.273,11.629,-0.313,-0.197,-1.745,0.000000,0.000000,0.00,0,0
38,1955094,-1.927,-2.974,-9.192,-1.034,3.468,-1.348,-161.397,11.584,-0.303,-0.197,-1.348,0.000000,0.000000,0.00,0,0
39,1965100,-1.884,-3.019,-9.170,-0.759,3.773,-1.196,-161.470,11.519,-0.308,-0.192,-1.196,0.000000,0.000000,0.00,0,0
40,1975104,-1.887,-3.053,-9.168,-0.088,3.743,-1.409,-161.507,11.461,-0.311,-0.192,-1.409,0.000000,0.000000,0.00,0,0
41,1985092,-1.961,-3.113,-9.218,0.584,3.651,-1.745,-161.505,11.447,-0.317,-0.200,-1.745,0.000000,0.000000,0.00,0,0
42,1995097,-1.984,-3.162,-9.240,1.011,3.926,-2.142,-161.474,11.448,-0.322,-0.202,-2.142,0.000000,0.000000,0.00,0,0
43,2005100,-2.044,-3.260,-9.223,1.469,4.231,-2.966,-161.377,11.487,-0.332,-0.208,-2.966,0.000000,0.000000,0.00,0,0
44,2015101,-2.049,-3.388,-9.269,1.988,4.292,-4.186,-161.216,11.515,-0.346,-0.209,-4.186,0.000000,0.000000,0.00,0,0
45,2025094,-2.087,-3.292,-9.381,2.293,4.506,-5.651,-161.150,11.556,-0.336,-0.213,-5.651,0.000000,0.000000,0.00,0,0
46,2035098,-2.123,-3.075,-9.456,2.842,5.543,-6.780,-161.230,11.623,-0.314,-0.216,-6.780,0.000000,0.000000,0.00,0,0
47,2045099,-2.044,-2.957,-9.451,3.819,6.489,-6.750,-161.363,11.651,-0.302,-0.208,-6.750,0.000000,0.000000,0.00,0,0
48,2055094,-2.015,-2.954,-9.367,5.009,7.100,-5.926,-161.459,11.674,-0.301,-0.206,-5.926,0.000000,0.000000,0.00,0,0
49,2067088,-1.961,-3.116,-9.293,7.908,6.917,-6.170,-161.402,11.666,-0.318,-0.200,-6.170,0.000000,0.000000,0.00,0,0
50,2075099,-1.961,-3.116,-9.293,7.908,6.917,-6.170,-161.360,11.654,-0.318,-0.200,-6.170,0.000000,0.000000,0.00,0,0
51,2085098,-1.922,-3.106,-9.264,8.457,6.917,-6.628,-161.318,11.624,-0.317,-0.196,-6.628,0.000000,0.000000,0.00,0,0
52,2095096,-1.832,-3.188,-9.254,8.488,7.344,-6.903,-161.230,11.544,-0.325,-0.187,-6.903,0.000000,0.000000,0.00,0,0
53,2105097,-1.765,-3.222,-9.120,7.877,7.832,-6.964,-161.110,11.449,-0.329,-0.180,-6.964,0.000000,0.000000,0.00,0,0
54,2115092,-1.729,-3.432,-9.223,6.565,7.466,-6.903,-160.916,11.320,-0.350,-0.176,-6.903,0.000000,0.000000,0.00,0,0
55,2125095,-1.739,-3.439,-9.266,4.887,6.825,-7.269,-160.759,11.197,-0.351,-0.177,-7.269,0.000000,0.000000,0.00,0,0
56,2135096,-1.682,-3.150,-9.235,4.093,5.726,-8.093,-160.780,11.056,-0.321,-0.171,-8.093,0.000000,0.000000,0.00,0,0
57,2145102,-1.658,-2.653,-9.180,3.605,5.269,-7.726,-161.077,10.929,-0.271,-0.169,-7.726,0.000000,0.000000,0.00,0,0
58,2155104,-1.663,-2.364,-8.901,4.704,5.299,-5.773,-161.464,10.853,-0.241,-0.170,-5.773,0.000000,0.000000,0.00,0,0
59,2165094,-1.629,-2.458,-8.764,6.687,5.391,-3.424,-161.721,10.776,-0.251,-0.166,-3.424,0.000000,0.000000,0.00,0,0
60,2175099,-1.634,-2.699,-8.620,8.305,5.543,-1.501,-161.770,10.718,-0.275,-0.167,-1.501,0.000000,0.000000,0.00,0,0
61,2185093,-1.639,-3.000,-8.517,9.800,5.177,-0.585,-161.602,10.664,-0.306,-0.167,-0.585,0.000000,0.000000,0.00,0,0
62,2195100,-1.679,-3.427,-8.481,9.403,4.536,-0.433,-161.198,10.622,-0.349,-0.171,-0.433,0.000000,0.000000,0.00,0,0
63,2205098,-1.701,-3.706,-8.406,6.962,3.529,-0.677,-160.677,10.582,-0.378,-0.173,-0.677,0.000000,0.000000,0.00,0,0
64,2215097,-1.658,-4.001,-8.478,3.239,2.369,-1.531,-160.091,10.491,-0.408,-0.169,-1.531,0.000000,0.000000,0.00,0,0
65,2225100,-1.696,-4.121,-8.587,-1.095,0.935,-3.301,-159.558,10.402,-0.420,-0.173,-3.301,0.000000,0.000000,0.00,0,0
66,2235092,-1.739,-4.051,-8.848,-5.184,-0.225,-5.346,-159.207,10.314,-0.413,-0.177,-5.346,0.000000,0.000000,0.00,0,0
67,2245115,-1.751,-3.892,-9.153,-8.327,-0.591,-7.238,-159.064,10.216,-0.397,-0.179,-7.238,0.000000,0.000000,0.00,0,0
68,2255100,-1.713,-3.555,-9.403,-9.884,0.294,-8.550,-159.168,10.106,-0.362,-0.175,-8.550,0.000000,0.000000,0.00,0,0
69,2265102,-1.660,-3.292,-9.533,-9.792,1.973,-8.459,-159.419,9.990,-0.336,-0.169,-8.459,0.000000,0.000000,0.00,0,0
70,2276368,-1.629,-3.251,-9.557,-8.541,3.804,-7.421,-159.672,9.880,-0.331,-0.166,-7.421,0.000000,0.000000,0.00,0,0
71,2285109,-1.539,-3.314,-9.410,-6.954,5.055,-6.536,-159.821,9.756,-0.338,-0.157,-6.536,0.000000,0.000000,0.00,0,0
72,2295097,-1.465,-3.555,-9.533,-4.970,5.696,-5.804,-159.840,9.594,-0.362,-0.149,-5.804,0.000000,0.000000,0.00,0,0
73,2305092,-1.584,-3.745,-9.658,-4.177,6.581,-5.590,-159.778,9.502,-0.382,-0.162,-5.590,0.000000,0.000000,0.00,0,0
74,2315087,-1.717,-3.699,-9.619,-4.330,8.015,-5.773,-159.738,9.502,-0.377,-0.175,-5.773,0.000000,0.000000,0.00,0,0
75,2325091,-1.655,-3.639,-9.454,-4.787,9.572,-6.109,-159.704,9.500,-0.371,-0.169,-6.109,0.000000,0.000000,0.00,0,0
76,2335091,-1.567,-3.692,-9.360,-5.184,9.877,-6.140,-159.631,9.460,-0.376,-0.160,-6.140,0.000000,0.000000,0.00,0,0
77,2345087,-1.524,-3.637,-9.343,-6.008,9.297,-6.719,-159.596,9.399,-0.371,-0.155,-6.719,0.000000,0.000000,0.00,0,0
78,2355087,-1.465,-3.461,-9.420,-6.496,8.229,-7.269,-159.668,9.302,-0.353,-0.149,-7.269,0.000000,0.000000,0.00,0,0
79,2365091,-1.372,-3.420,-9.552,-6.374,7.802,-7.177,-159.777,9.153,-0.349,-0.140,-7.177,0.000000,0.000000,0.00,0,0
80,2375091,-1.269,-3.321,-9.706,-6.191,7.588,-6.841,-159.949,8.955,-0.339,-0.129,-6.841,0.000000,0.000000,0.00,0,0
81,2385087,-1.195,-3.007,-9.787,-5.611,7.283,-5.987,-160.266,8.734,-0.307,-0.122,-5.987,0.000000,0.000000,0.00,0,0
82,2395087,-1.116,-2.638,-9.874,-3.567,6.215,-4.278,-160.732,8.483,-0.269,-0.114,-4.278,0.000000,0.000000,0.00,0,0
83,2405091,-1.085,-2.301,-9.835,0.981,4.658,-2.416,-161.282,8.230,-0.235,-0.111,-2.416,0.000000,0.000000,0.00,0,0
84,2415091,-1.097,-2.103,-9.775,6.748,3.529,0.269,-161.827,7.999,-0.214,-0.112,0.269,0.000000,0.000000,0.00,0,0
85,2425087,-1.093,-2.224,-9.689,12.303,2.614,3.870,-162.207,7.779,-0.227,-0.111,3.870,0.000000,0.000000,0.00,0,0
86,2435087,-1.143,-2.569,-9.490,16.636,2.034,7.166,-162.318,7.606,-0.262,-0.117,7.166,0.000000,0.000000,0.00,0,0
87,2445091,-1.212,-2.974,-9.283,19.108,1.637,9.302,-162.163,7.484,-0.303,-0.124,9.302,0.000000,0.000000,0.00,0,0
88,2455091,-1.307,-3.304,-8.997,19.474,1.301,10.401,-161.803,7.431,-0.337,-0.133,10.401,0.000000,0.000000,0.00,0,0
89,2465087,-1.381,-3.576,-8.728,18.131,0.355,10.431,-161.296,7.425,-0.365,-0.141,10.431,0.000000,0.000000,0.00,0,0
90,2475091,-1.455,-3.735,-8.584,15.324,-0.804,9.424,-160.746,7.455,-0.381,-0.148,9.424,0.000000,0.000000,0.00,0,0
91,2485093,-1.531,-3.863,-8.524,12.180,-2.056,7.563,-160.193,7.513,-0.394,-0.156,7.563,0.000000,0.000000,0.00,0,0
92,2495095,-1.605,-3.781,-8.563,8.671,-3.093,5.305,-159.766,7.597,-0.386,-0.164,5.305,0.000000,0.000000,0.00,0,0
93,2505087,-1.651,-3.593,-8.567,5.222,-3.490,3.718,-159.501,7.702,-0.366,-0.168,3.718,0.000000,0.000000,0.00,0,0
94,2515087,-1.715,-3.612,-8.685,2.598,-3.429,2.497,-159.297,7.823,-0.368,-0.175,2.497,0.000000,0.000000,0.00,0,0
95,2525092,-1.829,-3.598,-8.875,0.492,-2.574,0.818,-159.174,7.986,-0.367,-0.187,0.818,0.000000,0.000000,0.00,0,0
96,2535091,-1.877,-3.439,-8.889,-1.064,-0.987,-0.799,-159.156,8.181,-0.351,-0.191,-0.799,0.000000,0.000000,0.00,0,0
97,2545087,-1.856,-3.417,-8.860,-2.346,0.996,-1.898,-159.156,8.371,-0.348,-0.189,-1.898,0.000000,0.000000,0.00,0,0
98,2555087,-1.827,-3.470,-8.762,-3.597,2.736,-3.332,-159.122,8.556,-0.354,-0.186,-3.332,0.000000,0.000000,0.00,0,0
99,2591879,-1.574,-3.388,-8.923,-8.419,3.560,-10.473,-159.405,8.518,-0.346,-0.161,-10.473,0.000000,0.000000,0.00,0,0
100,2593209,-1.574,-3.388,-8.923,-8.419,3.560,-10.473,-159.590,8.524,-0.346,-0.161,-10.473,0.000000,0.000000,0.00,0,0
101,2594511,-1.574,-3.388,-8.923,-8.419,3.560,-10.473,-159.687,8.562,-0.346,-0.161,-10.473,0.000000,0.000000,0.00,0,0
102,2595821,-1.574,-3.388,-8.923,-8.419,3.560,-10.473,-159.711,8.619,-0.346,-0.161,-10.473,0.000000,0.000000,0.00,0,0
103,2605089,-1.519,-3.260,-8.947,-9.792,3.682,-10.595,-159.825,8.639,-0.332,-0.155,-10.595,0.000000,0.000000,0.00,0,0
104,2615096,-1.491,-3.164,-8.990,-10.616,3.895,-10.534,-160.000,8.638,-0.323,-0.152,-10.534,0.000000,0.000000,0.00,0,0
105,2625098,-1.474,-3.140,-9.033,-10.677,3.285,-10.198,-160.179,8.619,-0.320,-0.150,-10.198,0.000000,0.000000,0.00,0,0
106,2635093,-1.429,-3.152,-9.048,-10.189,2.064,-9.863,-160.331,8.562,-0.321,-0.146,-9.863,0.000000,0.000000,0.00,0,0
107,2645090,-1.496,-3.171,-9.144,-9.487,0.996,-9.893,-160.469,8.531,-0.323,-0.153,-9.893,0.000000,0.000000,0.00,0,0
108,2655093,-1.450,-3.186,-9.151,-8.510,0.264,-9.954,-160.578,8.470,-0.325,-0.148,-9.954,0.000000,0.000000,0.00,0,0
109,2665089,-1.415,-3.294,-9.110,-8.175,-0.469,-9.619,-160.609,8.389,-0.336,-0.144,-9.619,0.000000,0.000000,0.00,0,0
110,2675093,-1.443,-3.410,-9.064,-8.053,-1.354,-9.802,-160.569,8.323,-0.348,-0.147,-9.802,0.000000,0.000000,0.00,0,0
111,2685090,-1.469,-3.482,-9.040,-8.510,-2.635,-10.504,-160.496,8.264,-0.355,-0.150,-10.504,0.000000,0.000000,0.00,0,0
112,2695097,-1.550,-3.499,-9.069,-8.449,-4.253,-11.602,-160.427,8.236,-0.357,-0.158,-11.602,0.000000,0.000000,0.00,0,0
113,2705098,-1.746,-3.516,-9.309,-8.785,-5.077,-13.037,-160.403,8.282,-0.359,-0.178,-13.037,0.000000,0.000000,0.00,0,0
114,2715093,-1.772,-3.490,-9.288,-8.480,-4.527,-14.807,-160.387,8.345,-0.356,-0.181,-14.807,0.000000,0.000000,0.00,0,0
115,2725094,-1.789,-3.538,-9.312,-8.785,-3.337,-16.577,-160.357,8.418,-0.361,-0.182,-16.577,0.000000,0.000000,0.00,0,0
116,2735088,-1.694,-3.504,-9.201,-9.823,-1.750,-18.164,-160.335,8.463,-0.357,-0.173,-18.164,0.000000,0.000000,0.00,0,0
117,2745099,-1.553,-3.490,-9.067,-11.013,-0.438,-19.628,-160.307,8.457,-0.356,-0.158,-19.628,0.000000,0.000000,0.00,0,0
118,2755097,-1.319,-3.492,-9.257,-13.271,0.660,-20.361,-160.335,8.332,-0.356,-0.135,-20.361,0.000000,0.000000,0.00,0,0
119,2765098,-1.190,-3.326,-9.502,-15.926,2.339,-20.178,-160.504,8.160,-0.339,-0.121,-20.178,0.000000,0.000000,0.00,0,0
120,2775093,-1.145,-3.065,-9.586,-16.994,3.712,-19.415,-160.802,7.993,-0.313,-0.117,-19.415,0.000000,0.000000,0.00,0,0
121,2785094,-1.112,-2.759,-9.703,-16.384,4.597,-18.011,-161.230,7.831,-0.281,-0.113,-18.011,0.000000,0.000000,0.00,0,0
122,2795089,-1.031,-2.496,-9.768,-14.492,5.299,-15.783,-161.736,7.649,-0.255,-0.105,-15.783,0.000000,0.000000,0.00,0,0
123,2805090,-0.957,-2.354,-9.679,-11.654,5.482,-12.457,-162.232,7.454,-0.240,-0.098,-12.457,0.000000,0.000000,0.00,0,0
124,2815096,-0.883,-2.340,-9.504,-8.907,4.506,-8.459,-162.649,7.237,-0.239,-0.090,-8.459,0.000000,0.000000,0.00,0,0
125,2825089,-0.742,-2.513,-9.309,-6.679,2.064,-4.583,-162.903,6.951,-0.256,-0.076,-4.583,0.000000,0.000000,0.00,0,0
126,2835088,-0.742,-2.759,-9.355,-4.787,-1.689,-1.776,-163.007,6.650,-0.281,-0.076,-1.776,0.000000,0.000000,0.00,0,0
127,2845094,-0.885,-2.759,-9.502,-3.567,-5.290,-0.036,-163.112,6.404,-0.281,-0.090,-0.036,0.000000,0.000000,0.00,0,0
128,2855096,-1.083,-2.624,-9.612,-2.468,-7.549,1.703,-163.276,6.250,-0.268,-0.110,1.703,0.000000,0.000000,0.00,0,0
129,2865089,-1.279,-2.583,-9.629,-0.698,-8.434,3.138,-163.433,6.194,-0.263,-0.130,3.138,0.000000,0.000000,0.00,0,0
130,2875093,-1.400,-2.667,-9.636,1.621,-8.190,3.931,-163.517,6.202,-0.272,-0.143,3.931,0.000000,0.000000,0.00,0,0
131,2885089,-1.524,-2.790,-9.550,3.025,-6.603,4.694,-163.513,6.287,-0.285,-0.155,4.694,0.000000,0.000000,0.00,0,0
132,2895101,-1.558,-3.145,-9.422,3.849,-4.924,4.786,-163.319,6.398,-0.321,-0.159,4.786,0.000000,0.000000,0.00,0,0
133,2905098,-1.596,-3.494,-9.326,3.575,-3.795,3.931,-162.969,6.528,-0.356,-0.163,3.931,0.000000,0.000000,0.00,0,0
134,2918687,-1.717,-3.596,-9.348,0.096,-3.154,-0.524,-162.627,6.682,-0.367,-0.175,-0.524,0.000000,0.000000,0.00,0,0
135,2925104,-1.717,-3.596,-9.348,0.096,-3.154,-0.524,-162.314,6.856,-0.367,-0.175,-0.524,0.000000,0.000000,0.00,0,0
136,2935106,-1.713,-3.449,-9.406,-1.491,-2.910,-2.355,-162.118,7.015,-0.352,-0.175,-2.355,0.000000,0.000000,0.00,0,0
137,2945093,-1.722,-3.282,-9.482,-2.163,-2.727,-3.820,-162.032,7.166,-0.335,-0.176,-3.820,0.000000,0.000000,0.00,0,0
138,2955097,-1.748,-3.082,-9.511,-1.827,-2.513,-4.919,-162.047,7.323,-0.314,-0.178,-4.919,0.000000,0.000000,0.00,0,0
139,2965093,-1.717,-2.872,-9.490,-0.362,-2.056,-6.048,-162.142,7.464,-0.293,-0.175,-6.048,0.000000,0.000000,0.00,0,0
140,2975105,-1.665,-2.764,-9.451,1.835,-1.262,-6.536,-162.255,7.581,-0.282,-0.170,-6.536,0.000000,0.000000,0.00,0,0
141,2985107,-1.577,-2.848,-9.386,3.880,0.172,-6.475,-162.291,7.664,-0.290,-0.161,-6.475,0.000000,0.000000,0.00,0,0
142,2995100,-1.462,-3.012,-9.264,4.978,1.698,-6.445,-162.219,7.704,-0.307,-0.149,-6.445,0.000000,0.000000,0.00,0,0
143,3005094,-1.338,-3.188,-9.122,5.039,2.949,-6.689,-162.048,7.698,-0.325,-0.136,-6.689,0.000000,0.000000,0.00,0,0
144,3015102,-1.248,-3.340,-8.959,3.788,3.224,-7.116,-161.803,7.657,-0.341,-0.127,-7.116,0.000000,0.000000,0.00,0,0
145,3025124,-1.126,-3.301,-8.834,2.506,2.095,-8.001,-161.585,7.557,-0.337,-0.115,-8.001,0.000000,0.000000,0.00,0,0
146,3035098,-1.159,-3.191,-8.935,1.286,0.020,-8.581,-161.466,7.460,-0.325,-0.118,-8.581,0.000000,0.000000,0.00,0,0
147,3045096,-1.243,-3.080,-9.052,-0.118,-1.415,-8.428,-161.441,7.393,-0.314,-0.127,-8.428,0.000000,0.000000,0.00,0,0
148,3055101,-1.293,-2.947,-9.233,-1.308,-2.635,-7.635,-161.519,7.337,-0.301,-0.132,-7.635,0.000000,0.000000,0.00,0,0
149,3065109,-1.276,-2.846,-9.273,-1.552,-3.734,-6.567,-161.647,7.267,-0.290,-0.130,-6.567,0.000000,0.000000,0.00,0,0
150,3075106,-1.257,-2.655,-9.278,-1.125,-4.680,-5.560,-161.851,7.189,-0.271,-0.128,-5.560,0.000000,0.000000,0.00,0,0
151,3085097,-1.283,-2.530,-9.228,-0.210,-5.535,-4.125,-162.085,7.127,-0.258,-0.131,-4.125,0.000000,0.000000,0.00,0,0
152,3095148,-1.300,-2.523,-9.211,1.133,-6.481,-2.661,-162.289,7.071,-0.257,-0.133,-2.661,0.000000,0.000000,0.00,0,0
153,3105102,-1.386,-2.626,-9.189,2.293,-6.999,-1.501,-162.414,7.057,-0.268,-0.141,-1.501,0.000000,0.000000,0.00,0,0
154,3115109,-1.496,-2.802,-9.199,3.025,-7.213,-1.196,-162.440,7.091,-0.286,-0.153,-1.196,0.000000,0.000000,0.00,0,0
155,3125099,-1.574,-2.966,-9.271,2.964,-6.725,-1.348,-162.399,7.156,-0.302,-0.161,-1.348,0.000000,0.000000,0.00,0,0
156,3135098,-1.629,-3.186,-9.309,2.415,-5.321,-1.959,-162.272,7.248,-0.325,-0.166,-1.959,0.000000,0.000000,0.00,0,0
157,3145095,-1.643,-3.381,-9.276,1.164,-3.826,-3.149,-162.072,7.351,-0.345,-0.168,-3.149,0.000000,0.000000,0.00,0,0
158,3155110,-1.608,-3.424,-9.240,-0.149,-2.300,-4.644,-161.874,7.445,-0.349,-0.164,-4.644,0.000000,0.000000,0.00,0,0
159,3165098,-1.529,-3.369,-9.175,-1.308,-0.835,-5.926,-161.717,7.515,-0.344,-0.156,-5.926,0.000000,0.000000,0.00,0,0
160,3175102,-1.453,-3.335,-9.105,-2.346,0.172,-6.384,-161.585,7.558,-0.340,-0.148,-6.384,0.000000,0.000000,0.00,0,0
161,3185099,-1.386,-3.347,-9.012,-2.590,0.264,-6.658,-161.443,7.573,-0.341,-0.141,-6.658,0.000000,0.000000,0.00,0,0
162,3195095,-1.357,-3.381,-9.012,-2.560,-0.560,-6.933,-161.297,7.565,-0.345,-0.138,-6.933,0.000000,0.000000,0.00,0,0
163,3205097,-1.329,-3.340,-9.067,-2.590,-1.750,-7.025,-161.190,7.530,-0.341,-0.135,-7.025,0.000000,0.000000,0.00,0,0
164,3215103,-1.267,-3.205,-9.110,-2.865,-2.757,-6.353,-161.164,7.460,-0.327,-0.129,-6.353,0.000000,0.000000,0.00,0,0
165,3225103,-1.150,-3.113,-9.170,-2.712,-3.581,-4.980,-161.189,7.331,-0.317,-0.117,-4.980,0.000000,0.000000,0.00,0,0
166,3235097,-1.121,-3.068,-9.247,-1.491,-4.253,-3.790,-161.234,7.189,-0.313,-0.114,-3.790,0.000000,0.000000,0.00,0,0
167,3245105,-1.140,-2.839,-9.228,-0.027,-4.192,-2.508,-161.365,7.072,-0.289,-0.116,-2.508,0.000000,0.000000,0.00,0,0
168,3255103,-1.093,-2.665,-9.105,1.408,-3.887,-0.555,-161.537,6.955,-0.272,-0.111,-0.555,0.000000,0.000000,0.00,0,0
169,3271776,-0.966,-3.379,-8.935,3.727,-2.605,3.107,-161.280,6.746,-0.345,-0.099,3.107,0.000000,0.000000,0.00,0,0
170,3275098,-0.966,-3.379,-8.935,3.727,-2.605,3.107,-161.070,6.598,-0.345,-0.099,3.107,0.000000,0.000000,0.00,0,0
171,3285094,-0.985,-3.612,-8.827,2.476,-2.452,2.955,-160.759,6.474,-0.368,-0.100,2.955,0.000000,0.000000,0.00,0,0
172,3295105,-1.000,-3.615,-8.954,0.309,-2.544,2.100,-160.517,6.362,-0.369,-0.102,2.100,0.000000,0.000000,0.00,0,0
173,3305091,-1.069,-3.796,-9.173,-2.437,-1.781,0.635,-160.278,6.285,-0.387,-0.109,0.635,0.000000,0.000000,0.00,0,0
174,3315092,-1.088,-3.663,-9.233,-4.879,-1.018,-1.776,-160.152,6.230,-0.374,-0.111,-1.776,0.000000,0.000000,0.00,0,0
175,3325093,-1.133,-3.362,-9.487,-6.283,-0.286,-3.790,-160.226,6.201,-0.343,-0.116,-3.790,0.000000,0.000000,0.00,0,0
176,3335088,-1.071,-3.019,-9.571,-6.557,1.179,-5.163,-160.464,6.161,-0.308,-0.109,-5.163,0.000000,0.000000,0.00,0,0
177,3345086,-1.040,-2.788,-9.646,-5.825,2.705,-5.010,-160.790,6.123,-0.284,-0.106,-5.010,0.000000,0.000000,0.00,0,0
178,3355088,-1.021,-2.713,-9.703,-4.146,4.139,-3.942,-161.116,6.091,-0.277,-0.104,-3.942,0.000000,0.000000,0.00,0,0
179,3365086,-0.997,-2.733,-9.679,-2.071,5.025,-2.966,-161.385,6.059,-0.279,-0.102,-2.966,0.000000,0.000000,0.00,0,0
180,3375093,-0.978,-2.733,-9.715,0.431,5.086,-2.203,-161.614,6.020,-0.279,-0.100,-2.203,0.000000,0.000000,0.00,0,0
