seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,lat,lon,gps_spd,sats,gps_fix
28,1853102,-2.607,0.551,-9.576,-0.973,0.111,-0.128,176.773,15.258,0.056,-0.266,-0.128,4.638150,-74.084432,0.75,0,1
29,1863106,-2.590,0.505,-9.564,-1.217,0.111,-0.158,176.787,15.239,0.052,-0.264,-0.158,4.638150,-74.084432,0.75,3,1
30,1873096,-2.616,0.486,-9.550,-1.675,0.081,-0.128,176.809,15.244,0.050,-0.267,-0.128,4.638150,-74.084432,0.75,3,1
31,1883104,-2.623,0.486,-9.542,-1.827,0.111,-0.280,176.828,15.255,0.050,-0.268,-0.280,4.638150,-74.084432,0.75,3,1
32,1893117,-2.638,0.520,-9.583,-1.797,0.447,-0.463,176.822,15.269,0.053,-0.269,-0.463,4.638150,-74.084432,0.75,3,1
33,1903107,-2.602,0.573,-9.583,-1.522,0.813,-0.433,176.779,15.260,0.058,-0.265,-0.433,4.638150,-74.084432,0.75,3,1
34,1913095,-2.561,0.544,-9.547,-1.156,0.874,-0.280,176.764,15.232,0.055,-0.261,-0.280,4.638150,-74.084432,0.75,3,1
35,1923106,-2.561,0.500,-9.482,-1.003,0.691,-0.219,176.782,15.217,0.051,-0.261,-0.219,4.638150,-74.084432,0.75,3,1
36,1935653,-2.576,0.481,-9.456,-1.186,0.233,-0.402,176.808,15.214,0.049,-0.263,-0.402,4.638150,-74.084432,0.75,3,1
37,1943098,-2.633,0.510,-9.506,-1.308,-0.194,-0.280,176.813,15.237,0.052,-0.268,-0.280,4.638150,-74.084432,0.75,3,1
38,1953101,-2.712,0.534,-9.590,-1.491,-0.438,-0.158,176.802,15.292,0.054,-0.277,-0.158,4.638150,-74.084432,0.75,3,1
39,1963099,-2.716,0.558,-9.665,-1.613,-0.133,-0.128,176.778,15.334,0.057,-0.277,-0.128,4.638150,-74.084432,0.75,3,1
40,1973115,-2.702,0.537,-9.730,-1.522,0.447,-0.097,176.774,15.356,0.055,-0.276,-0.097,4.638150,-74.084432,0.75,3,1
41,1983103,-2.700,0.556,-9.730,-1.461,0.813,-0.311,176.759,15.377,0.057,-0.275,-0.311,4.638150,-74.084432,0.75,3,1
42,1993107,-2.657,0.599,-9.658,-1.400,0.996,-0.433,176.714,15.383,0.061,-0.271,-0.433,4.638150,-74.084432,0.75,3,1
43,2003098,-2.647,0.621,-9.629,-1.003,0.996,-0.402,176.661,15.387,0.063,-0.270,-0.402,4.638150,-74.084432,0.75,3,1
44,2013099,-2.619,0.621,-9.590,-0.240,1.027,-0.341,176.619,15.380,0.063,-0.267,-0.341,4.638150,-74.084432,0.75,3,1
45,2023100,-2.604,0.575,-9.535,0.340,0.996,-0.280,176.613,15.373,0.059,-0.266,-0.280,4.638150,-74.084432,0.75,3,1
46,2033107,-2.583,0.491,-9.492,0.492,0.905,-0.555,176.664,15.362,0.050,-0.263,-0.555,4.638150,-74.084432,0.75,3,1
47,2043102,-2.559,0.503,-9.492,0.492,0.722,-0.616,176.701,15.335,0.051,-0.261,-0.616,4.638150,-74.084432,0.75,3,1
48,2053102,-2.597,0.525,-9.523,0.187,0.630,-0.616,176.720,15.327,0.053,-0.265,-0.616,4.638150,-74.084432,0.75,3,1
49,2065066,-2.607,0.510,-9.552,-0.088,0.722,-0.341,176.745,15.322,0.052,-0.266,-0.341,4.638150,-74.084432,0.75,3,1
50,2073126,-2.616,0.486,-9.595,-0.454,0.966,-0.189,176.781,15.319,0.050,-0.267,-0.189,4.638150,-74.084432,0.75,3,1
51,2083102,-2.607,0.469,-9.626,-0.942,1.179,-0.128,176.821,15.307,0.048,-0.266,-0.128,4.638150,-74.084432,0.75,3,1
52,2093098,-2.604,0.527,-9.610,-1.308,1.637,-0.219,176.817,15.300,0.054,-0.266,-0.219,4.638150,-74.084432,0.75,3,1
53,2103110,-2.597,0.537,-9.643,-1.339,1.851,0.086,176.809,15.287,0.055,-0.265,0.086,4.638150,-74.084432,0.75,3,1
54,2113108,-2.571,0.500,-9.542,-1.247,1.546,0.391,176.821,15.273,0.051,-0.262,0.391,4.638150,-74.084432,0.75,3,1
55,2123108,-2.550,0.541,-9.564,-1.400,1.240,0.330,176.807,15.241,0.055,-0.260,0.330,4.638150,-74.084432,0.75,3,1
56,2133102,-2.581,0.512,-9.583,-1.430,0.966,0.117,176.811,15.225,0.052,-0.263,0.117,4.638150,-74.084432,0.75,3,1
57,2143099,-2.607,0.558,-9.629,-1.186,0.935,-0.189,176.792,15.217,0.057,-0.266,-0.189,4.638150,-74.084432,0.75,3,1
58,2153118,-2.633,0.635,-9.715,-0.667,1.027,-0.219,176.737,15.212,0.065,-0.268,-0.219,4.638150,-74.084432,0.75,3,1
59,2163106,-2.597,0.638,-9.715,0.034,1.179,-0.067,176.691,15.188,0.065,-0.265,-0.067,4.638150,-74.084432,0.75,3,1
60,2173094,-2.559,0.621,-9.677,0.431,1.118,-0.036,176.661,15.151,0.063,-0.261,-0.036,4.638150,-74.084432,0.75,3,1
61,2183104,-2.545,0.599,-9.665,0.675,1.027,0.025,176.648,15.111,0.061,-0.259,0.025,4.638150,-74.084432,0.75,3,1
62,2193103,-2.528,0.594,-9.578,0.553,1.149,0.117,176.635,15.078,0.061,-0.258,0.117,4.638150,-74.084432,0.75,3,1
63,2203115,-2.485,0.580,-9.511,0.370,1.057,0.208,176.627,15.034,0.059,-0.253,0.208,4.638150,-74.084432,0.75,3,1
64,2213107,-2.516,0.599,-9.475,0.096,1.027,0.330,176.605,15.015,0.061,-0.257,0.330,4.638150,-74.084432,0.75,3,1
65,2223101,-2.564,0.587,-9.427,-0.118,1.210,0.574,176.588,15.032,0.060,-0.261,0.574,4.638150,-74.084432,0.75,3,1
66,2233102,-2.542,0.500,-9.425,-0.240,1.454,0.635,176.622,15.040,0.051,-0.259,0.635,4.638150,-74.084432,0.75,3,1
67,2243105,-2.557,0.537,-9.494,-0.118,1.393,0.513,176.635,15.044,0.055,-0.261,0.513,4.638150,-74.084432,0.75,3,1
68,2253102,-2.561,0.563,-9.559,0.065,1.362,0.422,176.636,15.040,0.057,-0.261,0.422,4.638150,-74.084432,0.75,3,1
69,2263105,-2.576,0.534,-9.634,0.218,1.301,0.422,176.657,15.033,0.054,-0.263,0.422,4.638150,-74.084432,0.75,3,1
70,2273102,-2.602,0.520,-9.674,0.279,1.271,0.269,176.687,15.035,0.053,-0.265,0.269,4.638150,-74.084432,0.75,3,1
71,2284044,-2.571,0.529,-9.677,0.401,1.027,-0.036,176.710,15.017,0.054,-0.262,-0.036,4.638150,-74.084432,0.75,3,1
72,2293105,-2.552,0.551,-9.677,0.492,0.630,-0.250,176.719,14.987,0.056,-0.260,-0.250,4.638150,-74.084432,0.75,3,1
73,2303106,-2.569,0.539,-9.674,0.462,0.233,-0.494,176.734,14.966,0.055,-0.262,-0.494,4.638150,-74.084432,0.75,3,1
74,2313105,-2.535,0.551,-9.629,0.553,-0.011,-0.707,176.740,14.933,0.056,-0.259,-0.707,4.638150,-74.084432,0.75,3,1
75,2323106,-2.566,0.698,-9.679,0.584,-0.194,-0.799,176.666,14.908,0.071,-0.262,-0.799,4.638150,-74.084432,0.75,3,1
76,2333104,-2.550,0.645,-9.701,0.889,-0.316,-0.433,176.631,14.874,0.066,-0.260,-0.433,4.638150,-74.084432,0.75,3,1
77,2343106,-2.480,0.496,-9.610,1.011,-0.499,-0.341,176.679,14.820,0.051,-0.253,-0.341,4.638150,-74.084432,0.75,3,1
78,2353104,-2.535,0.566,-9.612,0.553,-0.652,-0.433,176.681,14.795,0.058,-0.259,-0.433,4.638150,-74.084432,0.75,3,1
79,2363106,-2.576,0.619,-9.638,0.431,-0.377,-0.250,176.653,14.793,0.063,-0.263,-0.250,4.638150,-74.084432,0.75,3,1
80,2373105,-2.552,0.590,-9.605,0.279,0.172,0.117,176.640,14.788,0.060,-0.260,0.117,4.638150,-74.084432,0.75,3,1
81,2383102,-2.490,0.529,-9.545,0.187,0.325,0.330,176.659,14.762,0.054,-0.254,0.330,4.638150,-74.084432,0.75,3,1
82,2393105,-2.485,0.433,-9.482,-0.027,0.203,0.391,176.726,14.743,0.044,-0.253,0.391,4.638150,-74.084432,0.75,3,1
83,2403106,-2.523,0.438,-9.482,-0.698,-0.163,0.208,176.778,14.743,0.045,-0.257,0.208,4.638150,-74.084432,0.75,3,1
84,2413105,-2.573,0.484,-9.538,-1.095,-0.316,0.055,176.799,14.759,0.049,-0.262,0.055,4.638150,-74.084432,0.75,3,1
85,2423106,-2.607,0.500,-9.562,-1.369,-0.133,-0.097,176.807,14.789,0.051,-0.266,-0.097,4.638150,-74.084432,0.75,3,1
86,2433105,-2.614,0.553,-9.614,-1.369,-0.133,-0.128,176.788,14.813,0.056,-0.267,-0.128,4.638150,-74.084432,0.75,3,1
87,2443106,-2.621,0.594,-9.665,-0.851,-0.133,-0.219,176.755,14.831,0.061,-0.267,-0.219,4.638150,-74.084432,0.75,3,1
88,2453105,-2.626,0.606,-9.677,-0.393,-0.438,-0.372,176.722,14.846,0.062,-0.268,-0.372,4.638150,-74.084432,0.75,3,1
89,2463106,-2.643,0.635,-9.706,0.187,-0.713,-0.433,176.684,14.861,0.065,-0.269,-0.433,4.638150,-74.084432,0.75,3,1
90,2473104,-2.626,0.640,-9.682,0.736,-0.743,-0.402,176.650,14.870,0.065,-0.268,-0.402,4.638150,-74.084432,0.75,3,1
91,2483106,-2.585,0.633,-9.655,1.164,-0.743,-0.402,176.625,14.862,0.065,-0.264,-0.402,4.638150,-74.084432,0.75,3,1
92,2493105,-2.547,0.558,-9.619,1.347,-0.652,-0.158,176.643,14.842,0.057,-0.260,-0.158,4.638150,-74.084432,0.75,3,1
93,2503106,-2.509,0.517,-9.569,1.164,-0.499,-0.097,176.677,14.814,0.053,-0.256,-0.097,4.638150,-74.084432,0.75,3,1
94,2513105,-2.507,0.512,-9.564,0.767,-0.438,-0.189,176.707,14.787,0.052,-0.256,-0.189,4.638150,-74.084432,0.75,3,1
95,2523106,-2.530,0.534,-9.526,0.218,-0.408,-0.250,176.717,14.780,0.054,-0.258,-0.250,4.638150,-74.084432,0.75,3,1
96,2533104,-2.545,0.541,-9.593,-0.179,-0.469,-0.158,176.721,14.771,0.055,-0.259,-0.158,4.638150,-74.084432,0.75,3,1
97,2543106,-2.566,0.566,-9.617,-0.484,-0.377,-0.158,176.710,14.772,0.058,-0.262,-0.158,4.638150,-74.084432,0.75,3,1
98,2553105,-2.590,0.580,-9.662,-0.912,-0.316,-0.067,176.690,14.778,0.059,-0.264,-0.067,4.638150,-74.084432,0.75,3,1
99,2583261,-2.602,0.597,-9.638,-1.156,0.081,-0.280,176.637,14.785,0.061,-0.265,-0.280,4.638150,-74.084432,0.75,3,1
100,2584604,-2.602,0.597,-9.638,-1.156,0.081,-0.280,176.596,14.800,0.061,-0.265,-0.280,4.638150,-74.084432,0.75,3,1
101,2585923,-2.602,0.597,-9.638,-1.156,0.081,-0.280,176.569,14.820,0.061,-0.265,-0.280,4.638150,-74.084432,0.75,3,1
102,2593104,-2.585,0.602,-9.605,-0.973,0.050,-0.341,176.544,14.835,0.061,-0.264,-0.341,4.638150,-74.084432,0.75,3,1
103,2603106,-2.547,0.604,-9.590,-0.637,-0.102,-0.372,176.524,14.828,0.062,-0.260,-0.372,4.638150,-74.084432,0.75,3,1
104,2613105,-2.554,0.667,-9.562,-0.179,-0.286,-0.524,176.472,14.827,0.068,-0.260,-0.524,4.638150,-74.084432,0.75,3,1
105,2623106,-2.557,0.669,-9.590,0.157,-0.591,-0.463,176.428,14.820,0.068,-0.261,-0.463,4.638150,-74.084432,0.75,3,1
106,2633105,-2.576,0.640,-9.598,0.584,-0.743,-0.219,176.410,14.822,0.065,-0.263,-0.219,4.638150,-74.084432,0.75,3,1
107,2643106,-2.590,0.606,-9.605,0.797,-0.835,-0.128,176.414,14.830,0.062,-0.264,-0.128,4.638150,-74.084432,0.75,3,1
108,2653105,-2.554,0.566,-9.605,0.736,-0.652,-0.128,176.439,14.820,0.058,-0.260,-0.128,4.638150,-74.084432,0.75,3,1
109,2663106,-2.571,0.549,-9.600,0.370,-0.255,-0.189,176.468,14.824,0.056,-0.262,-0.189,4.638150,-74.084432,0.75,3,1
110,2673118,-2.590,0.544,-9.590,0.157,0.264,-0.219,176.494,14.844,0.055,-0.264,-0.219,4.638150,-74.084432,0.75,3,1
111,2683106,-2.511,0.522,-9.516,-0.179,0.508,-0.280,176.525,14.835,0.053,-0.256,-0.280,4.638150,-74.084432,0.75,3,1
112,2693105,-2.521,0.529,-9.535,-0.301,0.264,-0.433,176.548,14.826,0.054,-0.257,-0.433,4.638150,-74.084432,0.75,3,1
113,2703096,-2.545,0.529,-9.533,-0.118,-0.041,-0.311,176.571,14.827,0.054,-0.259,-0.311,4.638150,-74.084432,0.75,3,1
114,2713101,-2.573,0.520,-9.566,-0.088,-0.347,-0.250,176.599,14.836,0.053,-0.262,-0.250,4.638150,-74.084432,0.75,3,1
115,2723098,-2.623,0.563,-9.641,0.004,-0.469,-0.463,176.604,14.856,0.057,-0.268,-0.463,4.638150,-74.084432,0.75,3,1
116,2733109,-2.638,0.597,-9.648,0.065,-0.194,-0.402,176.593,14.884,0.061,-0.269,-0.402,4.638150,-74.084432,0.75,3,1
117,2743107,-2.604,0.556,-9.662,0.187,0.020,-0.280,176.605,14.893,0.057,-0.266,-0.280,4.638150,-74.084432,0.75,3,1
118,2753102,-2.588,0.541,-9.646,0.340,0.203,-0.280,176.624,14.898,0.055,-0.264,-0.280,4.638150,-74.084435,0.72,3,1
119,2763130,-2.528,0.568,-9.634,0.340,0.264,-0.311,176.628,14.876,0.058,-0.258,-0.311,4.638150,-74.084435,0.72,3,1
120,2773093,-2.519,0.594,-9.612,0.218,0.203,-0.402,176.616,14.853,0.061,-0.257,-0.402,4.638150,-74.084435,0.72,3,1
121,2783095,-2.538,0.587,-9.617,0.065,0.081,-0.280,176.608,14.839,0.060,-0.259,-0.280,4.638150,-74.084435,0.72,3,1
122,2793102,-2.533,0.619,-9.614,-0.149,0.172,-0.189,176.582,14.825,0.063,-0.258,-0.189,4.638150,-74.084435,0.72,3,1
123,2803126,-2.533,0.597,-9.614,-0.515,0.294,-0.067,176.566,14.813,0.061,-0.258,-0.067,4.638150,-74.084435,0.72,3,1
124,2813101,-2.564,0.568,-9.617,-0.759,0.660,0.055,176.564,14.821,0.058,-0.261,0.055,4.638150,-74.084435,0.72,3,1
125,2823113,-2.576,0.544,-9.622,-1.034,1.027,-0.067,176.572,14.836,0.055,-0.263,-0.067,4.638150,-74.084435,0.72,3,1
126,2833108,-2.552,0.587,-9.636,-1.186,1.240,-0.250,176.556,14.839,0.060,-0.260,-0.250,4.638150,-74.084435,0.72,3,1
127,2843109,-2.511,0.609,-9.590,-0.851,1.332,-0.219,176.532,14.829,0.062,-0.256,-0.219,4.638150,-74.084435,0.72,3,1
128,2853116,-2.473,0.558,-9.490,-0.393,1.240,-0.158,176.537,14.813,0.057,-0.252,-0.158,4.638150,-74.084435,0.72,3,1
129,2863095,-2.499,0.500,-9.444,-0.088,0.599,-0.372,176.573,14.811,0.051,-0.255,-0.372,4.638150,-74.084435,0.72,3,1
130,2873099,-2.528,0.527,-9.482,0.096,0.111,-0.524,176.595,14.814,0.054,-0.258,-0.524,4.638150,-74.084435,0.72,3,1
131,2883096,-2.552,0.512,-9.506,0.187,-0.041,-0.402,176.624,14.823,0.052,-0.260,-0.402,4.638150,-74.084435,0.72,3,1
132,2893111,-2.628,0.546,-9.619,-0.027,0.050,-0.402,176.636,14.854,0.056,-0.268,-0.402,4.638150,-74.084435,0.72,3,1
133,2903107,-2.585,0.570,-9.641,-0.149,0.416,-0.524,176.633,14.863,0.058,-0.264,-0.524,4.638150,-74.084435,0.72,3,1
134,2913094,-2.576,0.587,-9.696,-0.118,0.660,-0.585,176.625,14.862,0.060,-0.263,-0.585,4.638150,-74.084435,0.72,3,1
135,2925254,-2.561,0.614,-9.699,-0.057,0.813,-0.494,176.604,14.856,0.063,-0.261,-0.494,4.638150,-74.084435,0.72,3,1
136,2933123,-2.566,0.616,-9.715,-0.088,0.966,-0.372,176.584,14.851,0.063,-0.262,-0.372,4.638150,-74.084435,0.72,3,1
137,2943122,-2.526,0.611,-9.718,-0.301,1.179,-0.280,176.566,14.829,0.062,-0.258,-0.280,4.638150,-74.084435,0.72,3,1
138,2953099,-2.528,0.597,-9.670,-0.332,1.240,-0.097,176.555,14.817,0.061,-0.258,-0.097,4.638150,-74.084435,0.72,3,1
139,2963100,-2.516,0.537,-9.602,-0.454,1.362,-0.006,176.572,14.810,0.055,-0.257,-0.006,4.638150,-74.084435,0.72,3,1
140,2973099,-2.509,0.500,-9.504,-0.637,1.271,-0.097,176.602,14.812,0.051,-0.256,-0.097,4.638150,-74.084435,0.72,3,1
141,2983117,-2.507,0.566,-9.482,-0.912,0.874,-0.311,176.593,14.811,0.058,-0.256,-0.311,4.638150,-74.084435,0.72,3,1
142,2993103,-2.526,0.587,-9.509,-0.973,0.599,-0.555,176.574,14.813,0.060,-0.258,-0.555,4.638150,-74.084435,0.72,3,1
143,3003100,-2.604,0.541,-9.557,-0.484,0.172,-0.433,176.586,14.842,0.055,-0.266,-0.433,4.638150,-74.084435,0.72,3,1
144,3013102,-2.607,0.549,-9.600,-0.088,0.172,-0.585,176.598,14.865,0.056,-0.266,-0.585,4.638150,-74.084435,0.72,3,1
145,3023094,-2.595,0.655,-9.617,0.034,0.233,-0.830,176.558,14.878,0.067,-0.265,-0.830,4.638150,-74.084435,0.72,3,1
146,3033106,-2.602,0.672,-9.684,0.431,0.081,-0.646,176.519,14.883,0.068,-0.265,-0.646,4.638150,-74.084435,0.72,3,1
147,3043111,-2.552,0.616,-9.670,0.767,0.142,-0.341,176.512,14.868,0.063,-0.260,-0.341,4.638150,-74.084435,0.72,3,1
148,3053097,-2.538,0.594,-9.636,0.797,0.203,-0.250,176.516,14.852,0.061,-0.259,-0.250,4.638150,-74.084435,0.72,3,1
149,3063094,-2.507,0.587,-9.607,0.553,0.111,-0.189,176.520,14.826,0.060,-0.256,-0.189,4.638150,-74.084435,0.72,3,1
150,3073108,-2.504,0.551,-9.600,0.126,0.142,-0.067,176.538,14.802,0.056,-0.255,-0.067,4.638150,-74.084435,0.72,3,1
151,3083143,-2.519,0.541,-9.622,-0.606,0.294,-0.036,176.553,14.785,0.055,-0.257,-0.036,4.638150,-74.084435,0.72,3,1
152,3093114,-2.547,0.527,-9.629,-1.308,0.660,-0.128,176.567,14.786,0.054,-0.260,-0.128,4.638150,-74.084435,0.72,3,1
153,3103096,-2.530,0.512,-9.607,-1.858,1.027,-0.280,176.582,14.785,0.052,-0.258,-0.280,4.638150,-74.084435,0.72,3,1
154,3113098,-2.504,0.539,-9.595,-2.224,1.118,-0.341,176.579,14.774,0.055,-0.255,-0.341,4.638150,-74.084435,0.72,3,1
155,3123093,-2.514,0.566,-9.564,-2.285,1.149,-0.372,176.562,14.772,0.058,-0.256,-0.372,4.638150,-74.084435,0.72,3,1
156,3133099,-2.523,0.602,-9.576,-1.919,1.057,-0.585,176.533,14.772,0.061,-0.257,-0.585,4.638150,-74.084435,0.72,3,1
157,3143093,-2.550,0.616,-9.562,-1.125,0.966,-0.677,176.505,14.785,0.063,-0.260,-0.677,4.638150,-74.084435,0.72,3,1
158,3153102,-2.542,0.631,-9.583,-0.332,0.752,-0.677,176.480,14.789,0.064,-0.259,-0.677,4.638150,-74.084435,0.72,3,1
159,3163113,-2.554,0.606,-9.550,0.431,0.538,-0.677,176.475,14.800,0.062,-0.260,-0.677,4.638150,-74.084435,0.72,3,1
160,3173100,-2.550,0.556,-9.562,0.736,0.355,-0.585,176.499,14.806,0.057,-0.260,-0.585,4.638150,-74.084435,0.72,3,1
161,3183107,-2.550,0.534,-9.629,0.706,0.050,-0.616,176.533,14.800,0.054,-0.260,-0.616,4.638150,-74.084435,0.72,3,1
162,3193095,-2.566,0.539,-9.653,0.401,0.050,-0.768,176.560,14.800,0.055,-0.262,-0.768,4.638150,-74.084435,0.72,3,1
163,3203104,-2.533,0.537,-9.665,-0.118,0.203,-0.646,176.581,14.784,0.055,-0.258,-0.646,4.638150,-74.084435,0.72,3,1
164,3213094,-2.542,0.558,-9.648,-0.393,0.386,-0.646,176.588,14.777,0.057,-0.259,-0.646,4.638150,-74.084435,0.72,3,1
165,3223097,-2.516,0.573,-9.638,-0.637,0.630,-0.585,176.584,14.763,0.058,-0.257,-0.585,4.638150,-74.084435,0.72,3,1
166,3233103,-2.499,0.597,-9.634,-0.728,0.630,-0.524,176.568,14.742,0.061,-0.255,-0.524,4.638150,-74.084435,0.72,3,1
167,3243099,-2.499,0.599,-9.629,-0.637,0.691,-0.555,176.552,14.724,0.061,-0.255,-0.555,4.638150,-74.084435,0.72,3,1
168,3253103,-2.507,0.594,-9.593,-0.545,0.813,-0.494,176.540,14.716,0.061,-0.256,-0.494,4.638150,-74.084435,0.72,3,1
169,3263100,-2.497,0.578,-9.552,-0.454,0.722,-0.402,176.537,14.708,0.059,-0.255,-0.402,4.638150,-74.084435,0.72,3,1
170,3275018,-2.514,0.573,-9.542,-0.393,0.538,-0.372,176.536,14.708,0.058,-0.256,-0.372,4.638150,-74.084435,0.72,3,1
171,3283098,-2.514,0.578,-9.583,-0.423,0.660,-0.372,176.534,14.704,0.059,-0.256,-0.372,4.638150,-74.084435,0.72,3,1
172,3293104,-2.521,0.573,-9.578,-0.393,0.966,-0.463,176.535,14.708,0.058,-0.257,-0.463,4.638150,-74.084435,0.72,3,1
173,3303104,-2.523,0.604,-9.619,-0.362,1.210,-0.524,176.522,14.709,0.062,-0.257,-0.524,4.638150,-74.084435,0.72,3,1
174,3313090,-2.499,0.679,-9.658,-0.210,1.332,-0.402,176.477,14.695,0.069,-0.255,-0.402,4.638150,-74.084435,0.72,3,1
175,3323095,-2.490,0.616,-9.629,0.157,1.454,-0.158,176.467,14.683,0.063,-0.254,-0.158,4.638150,-74.084435,0.72,3,1
176,3333100,-2.430,0.537,-9.542,0.187,1.271,-0.006,176.496,14.654,0.055,-0.248,-0.006,4.638150,-74.084435,0.72,3,1
177,3343096,-2.445,0.532,-9.516,-0.149,0.874,0.086,176.520,14.632,0.054,-0.249,0.086,4.638150,-74.084435,0.72,3,1
178,3353098,-2.478,0.534,-9.506,-0.606,0.752,-0.006,176.537,14.628,0.054,-0.253,-0.006,4.638150,-74.084435,0.72,3,1
179,3363099,-2.488,0.537,-9.545,-1.034,0.722,-0.097,176.549,14.624,0.055,-0.254,-0.097,4.638150,-74.084435,0.72,3,1
180,3373104,-2.538,0.561,-9.581,-1.400,0.935,-0.097,176.545,14.641,0.057,-0.259,-0.097,4.638150,-74.084435,0.72,3,1
181,3383104,-2.552,0.575,-9.646,-1.400,1.210,-0.189,176.537,14.657,0.059,-0.260,-0.189,4.638150,-74.084435,0.72,3,1
182,3393104,-2.566,0.563,-9.718,-1.461,1.301,-0.402,176.537,14.671,0.057,-0.262,-0.402,4.638150,-74.084435,0.72,3,1
183,3403104,-2.571,0.614,-9.735,-1.430,1.393,-0.494,176.513,14.684,0.063,-0.262,-0.494,4.638150,-74.084435,0.72,3,1
184,3413090,-2.554,0.645,-9.708,-1.034,1.454,-0.646,176.479,14.693,0.066,-0.260,-0.646,4.638150,-74.084435,0.72,3,1
185,3423096,-2.523,0.619,-9.674,-0.545,1.362,-0.738,176.464,14.690,0.063,-0.257,-0.738,4.638150,-74.084435,0.72,3,1
