seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,lat,lon,gps_spd,sats,gps_fix
91,2487101,-2.044,-1.168,-9.953,16.544,2.766,5.518,-173.287,8.063,-0.119,-0.208,5.518,4.638007,-74.084328,0.45,4,1
92,2497104,-2.127,-0.838,-10.333,16.300,6.703,4.969,-173.313,8.335,-0.085,-0.217,4.969,4.638007,-74.084328,0.45,4,1
93,2507101,-2.068,-0.657,-10.090,17.399,11.433,6.006,-173.410,8.625,-0.067,-0.211,6.006,4.638007,-74.084328,0.45,4,1
94,2517095,-1.918,-0.804,-9.992,19.322,15.675,7.685,-173.405,8.866,-0.082,-0.196,7.685,4.638007,-74.084328,0.45,4,1
95,2527096,-1.832,-1.018,-9.927,21.061,19.337,8.051,-173.276,9.083,-0.104,-0.187,8.051,4.638007,-74.084328,0.45,4,1
96,2537101,-1.779,-1.281,-9.701,21.427,21.412,7.898,-173.008,9.292,-0.131,-0.181,7.898,4.638007,-74.084328,0.45,4,1
97,2547101,-1.741,-1.450,-9.730,18.833,22.450,8.295,-172.702,9.469,-0.148,-0.178,8.295,4.638007,-74.084328,0.45,4,1
98,2557109,-1.539,-1.486,-9.420,17.277,23.152,7.807,-172.394,9.561,-0.152,-0.157,7.807,4.638007,-74.084328,0.45,4,1
99,2588508,-0.930,-1.455,-9.021,14.347,18.269,5.152,-171.816,9.403,-0.148,-0.095,5.152,4.638007,-74.084328,0.45,4,1
100,2589859,-0.930,-1.455,-9.021,14.347,18.269,5.152,-171.405,9.165,-0.148,-0.095,5.152,4.638007,-74.084328,0.45,4,1
101,2591177,-0.930,-1.455,-9.021,14.347,18.269,5.152,-171.154,8.893,-0.148,-0.095,5.152,4.638007,-74.084328,0.45,4,1
102,2597103,-0.759,-1.291,-9.000,15.049,13.783,3.901,-171.083,8.482,-0.132,-0.077,3.901,4.638007,-74.084328,0.45,4,1
103,2607104,-0.728,-1.057,-9.052,16.514,9.022,2.802,-171.158,8.058,-0.108,-0.074,2.802,4.638007,-74.084328,0.45,4,1
104,2617105,-0.823,-0.801,-9.113,18.223,4.170,3.351,-171.368,7.696,-0.082,-0.084,3.351,4.638007,-74.084328,0.45,4,1
105,2627104,-0.868,-0.842,-9.139,20.634,-0.316,5.976,-171.508,7.357,-0.086,-0.089,5.976,4.638007,-74.084328,0.45,4,1
106,2637111,-0.880,-0.987,-9.120,22.465,-3.734,9.516,-171.527,7.028,-0.101,-0.090,9.516,4.638007,-74.084328,0.45,4,1
107,2647112,-0.933,-1.180,-9.081,24.906,-6.389,14.399,-171.407,6.739,-0.120,-0.095,14.399,4.638007,-74.084328,0.45,4,1
108,2657103,-0.914,-1.780,-9.206,23.411,-9.593,17.176,-170.983,6.424,-0.182,-0.093,17.176,4.638007,-74.084328,0.45,4,1
109,2667106,-0.995,-1.906,-9.129,20.451,-12.523,17.786,-170.547,6.160,-0.194,-0.101,17.786,4.638007,-74.084328,0.45,4,1
110,2677097,-1.269,-2.171,-9.141,18.528,-15.422,18.976,-170.027,6.039,-0.221,-0.129,18.976,4.638007,-74.084328,0.45,4,1
111,2687103,-1.448,-2.190,-9.372,16.331,-18.352,18.549,-169.593,5.979,-0.223,-0.148,18.549,4.638007,-74.084328,0.45,4,1
112,2697111,-1.505,-2.123,-9.581,15.080,-20.000,17.603,-169.266,5.924,-0.216,-0.153,17.603,4.638007,-74.084328,0.45,4,1
113,2707104,-1.658,-2.260,-9.691,14.774,-20.183,16.627,-168.915,5.938,-0.230,-0.169,16.627,4.638007,-74.084328,0.45,4,1
114,2717111,-1.815,-2.262,-9.771,13.554,-19.390,15.436,-168.614,6.030,-0.231,-0.185,15.436,4.638007,-74.084328,0.45,4,1
115,2727098,-1.860,-2.214,-9.843,12.486,-18.138,15.040,-168.379,6.143,-0.226,-0.190,15.040,4.638007,-74.084328,0.45,4,1
116,2737106,-1.901,-2.332,-9.867,10.899,-16.673,15.101,-168.125,6.276,-0.238,-0.194,15.101,4.638007,-74.084328,0.45,4,1
117,2747103,-1.930,-2.438,-9.821,9.007,-14.965,14.338,-167.854,6.430,-0.249,-0.197,14.338,4.638007,-74.084328,0.45,4,1
118,2757112,-2.001,-2.390,-9.804,7.176,-13.652,13.270,-167.643,6.621,-0.244,-0.204,13.270,4.638007,-74.084328,0.45,4,1
119,2767128,-2.070,-2.402,-9.754,5.619,-12.889,12.263,-167.452,6.842,-0.245,-0.211,12.263,4.638007,-74.084328,0.45,4,1
120,2777103,-2.123,-2.419,-9.747,4.093,-12.401,10.370,-167.283,7.075,-0.247,-0.216,10.370,4.638007,-74.084328,0.45,4,1
121,2787119,-2.156,-2.248,-9.795,3.117,-12.279,8.204,-167.222,7.307,-0.229,-0.220,8.204,4.638007,-74.084328,0.45,4,1
122,2797109,-2.173,-2.077,-9.840,3.117,-12.218,6.647,-167.254,7.529,-0.212,-0.222,6.647,4.638007,-74.084328,0.45,4,1
123,2807109,-2.173,-1.939,-9.898,3.422,-11.882,5.335,-167.351,7.735,-0.198,-0.222,5.335,4.638007,-74.084328,0.45,4,1
124,2817146,-2.182,-1.778,-9.895,4.185,-10.753,4.450,-167.510,7.943,-0.181,-0.223,4.450,4.637962,-74.084317,0.62,4,1
125,2827123,-2.194,-1.766,-9.898,5.070,-8.953,4.328,-167.655,8.159,-0.180,-0.224,4.328,4.637962,-74.084317,0.62,4,1
126,2837117,-2.216,-1.872,-9.809,5.924,-6.969,4.114,-167.723,8.393,-0.191,-0.226,4.114,4.637962,-74.084317,0.62,4,1
127,2847100,-2.223,-2.041,-9.679,6.352,-5.321,2.955,-167.688,8.639,-0.208,-0.227,2.955,4.637962,-74.084317,0.62,4,1
128,2857119,-2.154,-2.086,-9.617,6.169,-3.978,1.002,-167.630,8.851,-0.213,-0.220,1.002,4.637962,-74.084317,0.62,4,1
129,2867107,-2.092,-2.024,-9.446,5.467,-3.002,-0.830,-167.596,9.045,-0.206,-0.213,-0.830,4.637962,-74.084317,0.62,4,1
130,2877102,-2.008,-2.019,-9.372,4.337,-2.208,-2.111,-167.570,9.199,-0.206,-0.205,-2.111,4.637962,-74.084317,0.62,4,1
131,2887104,-1.913,-2.031,-9.278,2.506,-1.018,-2.386,-167.547,9.315,-0.207,-0.195,-2.386,4.637962,-74.084317,0.62,4,1
132,2897107,-1.877,-2.103,-9.177,0.126,-0.225,-2.142,-167.500,9.421,-0.214,-0.191,-2.142,4.637962,-74.084317,0.62,4,1
133,2907124,-1.641,-2.299,-9.072,-2.376,-0.408,-2.294,-167.370,9.405,-0.234,-0.167,-2.294,4.637962,-74.084317,0.62,4,1
134,2921712,-1.527,-2.041,-9.067,-5.123,-2.056,-3.179,-167.422,9.290,-0.208,-0.156,-3.179,4.637962,-74.084317,0.62,4,1
135,2927100,-1.629,-1.677,-9.050,-6.283,-4.955,-3.210,-167.651,9.253,-0.171,-0.166,-3.210,4.637962,-74.084317,0.62,4,1
136,2937106,-1.806,-1.452,-9.276,-5.764,-7.610,-1.837,-167.993,9.269,-0.148,-0.184,-1.837,4.637962,-74.084317,0.62,4,1
137,2947108,-1.844,-1.332,-9.530,-4.482,-8.403,0.147,-168.376,9.273,-0.136,-0.188,0.147,4.637962,-74.084317,0.62,4,1
138,2957098,-1.548,-1.640,-9.511,-2.773,-7.610,1.215,-168.555,9.136,-0.167,-0.158,1.215,4.637962,-74.084317,0.62,4,1
139,2967100,-1.543,-1.756,-9.365,-1.827,-8.159,0.361,-168.640,9.014,-0.179,-0.157,0.361,4.637962,-74.084317,0.62,4,1
140,2977097,-1.972,-1.469,-9.511,0.248,-10.265,-0.402,-168.855,9.084,-0.150,-0.201,-0.402,4.637962,-74.084317,0.62,4,1
141,2987112,-2.213,-1.373,-9.588,3.025,-10.295,0.788,-169.080,9.258,-0.140,-0.226,0.788,4.637962,-74.084317,0.62,4,1
142,2997111,-2.256,-1.619,-9.598,6.352,-7.823,1.581,-169.138,9.456,-0.165,-0.230,1.581,4.637962,-74.084317,0.62,4,1
143,3007114,-2.204,-1.971,-9.672,8.488,-4.436,0.818,-169.008,9.631,-0.201,-0.225,0.818,4.637962,-74.084317,0.62,4,1
144,3017101,-2.225,-2.139,-9.677,8.701,-1.140,-0.280,-168.807,9.829,-0.218,-0.227,-0.280,4.637962,-74.084317,0.62,4,1
145,3027106,-2.194,-2.229,-9.574,8.305,1.484,-0.768,-168.572,10.030,-0.227,-0.224,-0.768,4.637962,-74.084317,0.62,4,1
146,3037111,-2.166,-2.291,-9.463,6.992,3.377,-0.768,-168.326,10.228,-0.234,-0.221,-0.768,4.637962,-74.084317,0.62,4,1
147,3047112,-2.163,-2.395,-9.391,4.460,5.208,-0.433,-168.065,10.432,-0.244,-0.221,-0.433,4.637962,-74.084317,0.62,4,1
148,3057100,-2.089,-2.364,-9.341,1.652,6.795,-0.494,-167.859,10.605,-0.241,-0.213,-0.494,4.637962,-74.084317,0.62,4,1
149,3067103,-2.025,-2.195,-9.418,-0.545,7.924,-0.463,-167.779,10.741,-0.224,-0.206,-0.463,4.637962,-74.084317,0.62,4,1
150,3077114,-1.944,-2.031,-9.470,-2.132,8.839,0.330,-167.805,10.834,-0.207,-0.198,0.330,4.637962,-74.084317,0.62,4,1
151,3088040,-1.903,-1.879,-9.454,-3.078,9.541,1.642,-167.912,10.917,-0.192,-0.194,1.642,4.637962,-74.084317,0.62,4,1
152,3097114,-1.837,-1.756,-9.377,-2.865,9.572,3.138,-168.059,10.965,-0.179,-0.187,3.138,4.637962,-74.084317,0.62,4,1
153,3107110,-1.767,-1.783,-9.283,-2.132,8.748,4.633,-168.165,10.977,-0.182,-0.180,4.633,4.637962,-74.084317,0.62,4,1
154,3117099,-1.789,-1.918,-9.201,-1.400,7.374,5.701,-168.181,10.990,-0.196,-0.182,5.701,4.637962,-74.084317,0.62,4,1
155,3127114,-1.772,-1.988,-9.187,-0.973,5.208,5.945,-168.156,10.974,-0.203,-0.181,5.945,4.637962,-74.084317,0.62,4,1
156,3137101,-1.787,-1.951,-9.163,-0.728,2.614,5.701,-168.146,10.945,-0.199,-0.182,5.701,4.637962,-74.084317,0.62,4,1
157,3147104,-1.884,-1.877,-9.153,-0.637,0.538,5.579,-168.172,10.949,-0.191,-0.192,5.579,4.637962,-74.084317,0.62,4,1
158,3157101,-1.989,-1.906,-9.165,-0.149,-1.171,5.518,-168.179,10.987,-0.194,-0.203,5.518,4.637962,-74.084317,0.62,4,1
159,3167119,-2.080,-2.038,-9.177,0.126,-2.269,5.243,-168.118,11.052,-0.208,-0.212,5.243,4.637962,-74.084317,0.62,4,1
160,3177115,-2.113,-2.212,-9.189,-0.820,-2.971,4.450,-167.987,11.116,-0.226,-0.215,4.450,4.637962,-74.084317,0.62,4,1
161,3187098,-2.144,-2.243,-9.290,-2.376,-3.459,3.229,-167.876,11.175,-0.229,-0.219,3.229,4.637962,-74.084317,0.62,4,1
162,3197108,-2.178,-2.103,-9.511,-3.597,-3.307,1.948,-167.877,11.227,-0.214,-0.222,1.948,4.637962,-74.084317,0.62,4,1
163,3207111,-2.220,-1.877,-9.883,-4.879,-2.300,1.581,-168.031,11.272,-0.191,-0.226,1.581,4.637962,-74.084317,0.62,4,1
164,3217110,-2.306,-1.520,-10.186,-4.757,0.294,2.436,-168.358,11.352,-0.155,-0.235,2.436,4.637962,-74.084317,0.62,4,1
165,3227103,-2.390,-1.187,-10.407,-2.743,4.231,3.992,-168.805,11.481,-0.121,-0.244,3.992,4.637962,-74.084317,0.62,4,1
166,3237108,-2.342,-1.197,-10.450,1.866,8.595,5.488,-169.172,11.616,-0.122,-0.239,5.488,4.637962,-74.084317,0.62,4,1
167,3247101,-2.240,-1.407,-10.311,6.809,12.654,5.793,-169.364,11.744,-0.143,-0.228,5.793,4.637962,-74.084317,0.62,4,1
168,3259020,-2.163,-1.472,-10.140,11.082,15.278,4.816,-169.447,11.887,-0.150,-0.221,4.816,4.637962,-74.084317,0.62,4,1
169,3267119,-2.092,-1.614,-9.984,15.080,16.377,3.718,-169.428,11.989,-0.165,-0.213,3.718,4.637962,-74.084317,0.62,4,1
170,3277098,-2.042,-1.802,-9.855,18.650,16.987,2.344,-169.280,12.074,-0.184,-0.208,2.344,4.637962,-74.084317,0.62,4,1
171,3287106,-1.994,-2.009,-9.672,21.153,17.384,0.910,-169.009,12.147,-0.205,-0.203,0.910,4.637962,-74.084317,0.62,4,1
172,3297098,-1.877,-2.137,-9.482,22.190,16.926,-0.433,-168.670,12.169,-0.218,-0.191,-0.433,4.637962,-74.084317,0.62,4,1
173,3307116,-1.760,-2.233,-9.293,22.251,16.255,-1.318,-168.291,12.142,-0.228,-0.179,-1.318,4.637962,-74.084317,0.62,4,1
174,3317121,-1.641,-2.475,-9.113,22.587,14.943,-2.447,-167.801,12.057,-0.252,-0.167,-2.447,4.637962,-74.084317,0.62,4,1
175,3327106,-1.593,-2.583,-9.036,20.390,12.715,-3.149,-167.308,11.939,-0.263,-0.162,-3.149,4.637962,-74.084317,0.62,4,1
176,3337109,-1.517,-2.728,-8.995,17.521,10.121,-3.424,-166.805,11.768,-0.278,-0.155,-3.424,4.637962,-74.084317,0.62,4,1
177,3347104,-1.486,-2.834,-9.057,13.828,7.435,-3.362,-166.335,11.563,-0.289,-0.152,-3.362,4.637962,-74.084317,0.62,4,1
178,3357105,-1.505,-2.776,-9.122,9.678,4.933,-2.874,-165.976,11.357,-0.283,-0.153,-2.874,4.637962,-74.084317,0.62,4,1
179,3367108,-1.577,-2.663,-9.175,5.650,3.468,-1.776,-165.744,11.187,-0.272,-0.161,-1.776,4.637962,-74.084317,0.62,4,1
