seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,lat,lon,gps_spd,sats,gps_fix
72,2309105,-0.382,-4.483,-8.519,-4.909,2.034,1.612,-152.649,2.054,-0.457,-0.039,1.612,0.000000,0.000000,0.00,0,0
73,2319100,-0.358,-4.331,-8.553,-5.886,1.790,2.680,-152.728,2.102,-0.442,-0.037,2.680,0.000000,0.000000,0.00,0,0
74,2329101,-0.342,-4.218,-8.687,-6.130,1.851,3.138,-152.892,2.136,-0.430,-0.035,3.138,0.000000,0.000000,0.00,0,0
75,2339104,-0.356,-4.266,-8.752,-5.855,2.492,2.833,-153.031,2.179,-0.435,-0.036,2.833,0.000000,0.000000,0.00,0,0
76,2349105,-0.313,-4.215,-8.858,-5.916,3.254,1.703,-153.209,2.200,-0.430,-0.032,1.703,0.000000,0.000000,0.00,0,0
77,2359101,-0.241,-4.181,-8.949,-5.611,3.987,0.483,-153.406,2.186,-0.426,-0.025,0.483,0.000000,0.000000,0.00,0,0
78,2369101,-0.163,-4.268,-8.935,-5.428,4.536,-0.799,-153.539,2.135,-0.435,-0.017,-0.799,0.000000,0.000000,0.00,0,0
79,2379106,-0.153,-4.295,-9.024,-5.703,4.384,-1.928,-153.672,2.080,-0.438,-0.016,-1.928,0.000000,0.000000,0.00,0,0
80,2389105,-0.125,-4.186,-9.045,-6.405,3.438,-2.111,-153.856,2.005,-0.427,-0.013,-2.111,0.000000,0.000000,0.00,0,0
81,2399102,-0.125,-4.063,-9.153,-6.893,1.912,-1.196,-154.111,1.922,-0.414,-0.013,-1.196,0.000000,0.000000,0.00,0,0
82,2409101,-0.108,-4.049,-9.269,-7.076,0.599,0.269,-154.377,1.824,-0.413,-0.011,0.269,0.000000,0.000000,0.00,0,0
83,2419102,-0.146,-4.010,-9.365,-7.168,0.355,1.154,-154.660,1.751,-0.409,-0.015,1.154,0.000000,0.000000,0.00,0,0
84,2429100,-0.184,-3.851,-9.391,-7.046,0.538,1.154,-154.998,1.705,-0.393,-0.019,1.154,0.000000,0.000000,0.00,0,0
85,2439104,-0.170,-3.709,-9.490,-5.977,0.874,0.757,-155.384,1.657,-0.378,-0.017,0.757,0.000000,0.000000,0.00,0,0
86,2449105,-0.167,-3.644,-9.514,-4.452,1.210,-0.036,-155.760,1.616,-0.372,-0.017,-0.036,0.000000,0.000000,0.00,0,0
87,2459100,-0.167,-3.675,-9.502,-3.017,1.454,-1.287,-156.075,1.580,-0.375,-0.017,-1.287,0.000000,0.000000,0.00,0,0
88,2469100,-0.146,-3.675,-9.511,-1.766,1.484,-2.416,-156.355,1.535,-0.375,-0.015,-2.416,0.000000,0.000000,0.00,0,0
89,2479106,-0.094,-3.603,-9.475,-0.606,1.423,-3.210,-156.629,1.468,-0.367,-0.010,-3.210,0.000000,0.000000,0.00,0,0
90,2489105,-0.089,-3.600,-9.485,0.675,1.698,-3.454,-156.872,1.405,-0.367,-0.009,-3.454,0.000000,0.000000,0.00,0,0
91,2499100,-0.041,-3.649,-9.473,1.805,2.308,-3.057,-157.060,1.329,-0.372,-0.004,-3.057,0.000000,0.000000,0.00,0,0
92,2509099,-0.022,-3.757,-9.360,3.025,3.010,-2.325,-157.151,1.256,-0.383,-0.002,-2.325,0.000000,0.000000,0.00,0,0
93,2519102,0.066,-3.928,-9.254,3.880,2.919,-1.776,-157.125,1.142,-0.401,0.007,-1.776,0.000000,0.000000,0.00,0,0
94,2529105,0.121,-4.049,-9.175,4.337,2.308,-1.562,-157.026,1.004,-0.413,0.012,-1.562,0.000000,0.000000,0.00,0,0
95,2539105,0.142,-4.208,-9.057,4.582,1.240,-1.592,-156.835,0.856,-0.429,0.015,-1.592,0.000000,0.000000,0.00,0,0
96,2549105,0.083,-4.285,-8.954,4.276,-0.377,-2.142,-156.604,0.735,-0.437,0.008,-2.142,0.000000,0.000000,0.00,0,0
97,2559100,0.035,-4.283,-8.920,3.758,-2.208,-3.027,-156.390,0.631,-0.437,0.004,-3.027,0.000000,0.000000,0.00,0,0
98,2569099,0.026,-4.136,-8.968,3.391,-3.368,-3.515,-156.275,0.529,-0.422,0.003,-3.515,0.000000,0.000000,0.00,0,0
99,2599326,0.035,-4.133,-8.863,4.582,-1.354,-1.684,-156.067,0.410,-0.421,0.004,-1.684,0.000000,0.000000,0.00,0,0
100,2600652,0.035,-4.133,-8.863,4.582,-1.354,-1.684,-155.894,0.310,-0.421,0.004,-1.684,0.000000,0.000000,0.00,0,0
101,2601948,0.035,-4.133,-8.863,4.582,-1.354,-1.684,-155.763,0.235,-0.421,0.004,-1.684,0.000000,0.000000,0.00,0,0
102,2609106,-0.001,-4.280,-8.815,4.765,-0.774,-0.555,-155.561,0.200,-0.436,-0.000,-0.555,0.000000,0.000000,0.00,0,0
103,2619101,-0.043,-4.384,-8.759,4.093,-0.987,0.361,-155.320,0.192,-0.447,-0.004,0.361,0.000000,0.000000,0.00,0,0
104,2629101,-0.079,-4.442,-8.726,3.330,-1.750,1.032,-155.074,0.198,-0.453,-0.008,1.032,0.000000,0.000000,0.00,0,0
105,2639102,-0.108,-4.444,-8.692,2.537,-2.422,1.246,-154.851,0.213,-0.453,-0.011,1.246,0.000000,0.000000,0.00,0,0
106,2649101,-0.179,-4.408,-8.683,1.896,-2.788,0.940,-154.671,0.264,-0.449,-0.018,0.940,0.000000,0.000000,0.00,0,0
107,2659102,-0.241,-4.425,-8.692,1.499,-2.880,0.544,-154.508,0.342,-0.451,-0.025,0.544,0.000000,0.000000,0.00,0,0
108,2669101,-0.234,-4.384,-8.738,1.103,-2.269,0.055,-154.394,0.414,-0.447,-0.024,0.055,0.000000,0.000000,0.00,0,0
109,2679102,-0.141,-4.338,-8.771,0.767,-0.987,-0.372,-154.323,0.441,-0.442,-0.014,-0.372,0.000000,0.000000,0.00,0,0
110,2689101,-0.089,-4.367,-8.740,0.462,0.142,-0.524,-154.241,0.449,-0.445,-0.009,-0.524,0.000000,0.000000,0.00,0,0
111,2699105,-0.058,-4.389,-8.762,-0.057,0.233,-0.067,-154.166,0.440,-0.448,-0.006,-0.067,0.000000,0.000000,0.00,0,0
112,2709105,-0.051,-4.215,-8.728,-1.186,-0.530,1.246,-154.181,0.422,-0.430,-0.005,1.246,0.000000,0.000000,0.00,0,0
113,2719101,-0.086,-4.071,-8.788,-1.705,-1.537,3.199,-154.281,0.414,-0.415,-0.009,3.199,0.000000,0.000000,0.00,0,0
114,2729101,-0.127,-4.039,-8.858,-1.491,-2.147,5.335,-154.400,0.423,-0.412,-0.013,5.335,0.000000,0.000000,0.00,0,0
115,2739107,-0.208,-4.131,-8.887,-0.942,-2.239,6.464,-154.468,0.471,-0.421,-0.021,6.464,0.000000,0.000000,0.00,0,0
116,2749106,-0.315,-4.184,-8.940,-0.637,-1.995,6.190,-154.515,0.571,-0.427,-0.032,6.190,0.000000,0.000000,0.00,0,0
117,2759101,-0.399,-4.167,-8.952,-0.301,-1.964,4.725,-154.565,0.704,-0.425,-0.041,4.725,0.000000,0.000000,0.00,0,0
118,2769101,-0.418,-4.095,-8.942,0.126,-1.995,2.588,-154.637,0.837,-0.418,-0.043,2.588,0.000000,0.000000,0.00,0,0
119,2779107,-0.380,-4.092,-8.966,1.011,-1.934,0.239,-154.702,0.941,-0.417,-0.039,0.239,0.000000,0.000000,0.00,0,0
120,2789106,-0.311,-4.061,-8.940,1.560,-1.628,-1.898,-154.765,1.005,-0.414,-0.032,-1.898,0.000000,0.000000,0.00,0,0
121,2799105,-0.301,-3.996,-8.928,2.110,-1.476,-3.210,-154.846,1.061,-0.407,-0.031,-3.210,0.000000,0.000000,0.00,0,0
122,2809105,-0.287,-4.003,-8.882,2.781,-1.506,-3.301,-154.902,1.106,-0.408,-0.029,-3.301,0.000000,0.000000,0.00,0,0
123,2819101,-0.220,-4.049,-8.822,3.147,-1.232,-2.508,-154.916,1.117,-0.413,-0.022,-2.508,0.000000,0.000000,0.00,0,0
124,2829101,-0.146,-4.090,-8.755,3.605,-0.408,-1.135,-154.892,1.098,-0.417,-0.015,-1.135,0.000000,0.000000,0.00,0,0
125,2839102,-0.065,-4.234,-8.601,4.368,0.416,0.361,-154.764,1.047,-0.432,-0.007,0.361,0.000000,0.000000,0.00,0,0
126,2849104,-0.094,-4.550,-8.406,4.917,0.355,0.971,-154.453,1.014,-0.464,-0.010,0.971,0.000000,0.000000,0.00,0,0
127,2859106,-0.089,-4.777,-8.325,4.460,-0.987,0.208,-154.051,0.969,-0.487,-0.009,0.208,0.000000,0.000000,0.00,0,0
128,2869106,-0.082,-4.849,-8.313,3.117,-2.452,-1.440,-153.658,0.911,-0.494,-0.008,-1.440,0.000000,0.000000,0.00,0,0
129,2879102,-0.144,-4.924,-8.351,1.499,-3.612,-3.057,-153.288,0.877,-0.502,-0.015,-3.057,0.000000,0.000000,0.00,0,0
130,2889101,-0.239,-4.905,-8.370,-0.484,-4.283,-4.003,-152.979,0.887,-0.500,-0.024,-4.003,0.000000,0.000000,0.00,0,0
131,2899105,-0.260,-4.844,-8.430,-2.407,-4.527,-4.064,-152.752,0.905,-0.494,-0.027,-4.064,0.000000,0.000000,0.00,0,0
132,2909106,-0.337,-4.772,-8.476,-4.177,-4.589,-3.149,-152.601,0.959,-0.487,-0.034,-3.149,0.000000,0.000000,0.00,0,0
133,2919102,-0.411,-4.743,-8.522,-6.222,-4.527,-1.379,-152.505,1.045,-0.484,-0.042,-1.379,0.000000,0.000000,0.00,0,0
134,2929105,-0.528,-4.664,-8.572,-8.449,-4.741,0.666,-152.482,1.181,-0.476,-0.054,0.666,0.000000,0.000000,0.00,0,0
135,2941442,-0.594,-4.485,-8.683,-10.280,-4.619,2.558,-152.599,1.335,-0.457,-0.061,2.558,0.000000,0.000000,0.00,0,0
136,2949108,-0.666,-4.268,-8.889,-11.288,-3.887,3.962,-152.839,1.524,-0.435,-0.068,3.962,0.000000,0.000000,0.00,0,0
137,2959114,-0.749,-4.174,-9.110,-11.379,-2.056,4.542,-153.148,1.750,-0.426,-0.076,4.542,0.000000,0.000000,0.00,0,0
138,2969109,-0.709,-4.112,-9.242,-11.318,0.722,4.145,-153.485,1.960,-0.419,-0.072,4.145,0.000000,0.000000,0.00,0,0
139,2979109,-0.599,-3.899,-9.398,-11.562,3.804,3.382,-153.919,2.128,-0.398,-0.061,3.382,0.000000,0.000000,0.00,0,0
140,2989117,-0.475,-3.605,-9.473,-11.288,6.611,3.412,-154.458,2.250,-0.368,-0.048,3.412,0.000000,0.000000,0.00,0,0
141,2999111,-0.389,-3.410,-9.610,-10.341,8.320,4.755,-155.055,2.336,-0.348,-0.040,4.755,0.000000,0.000000,0.00,0,0
142,3009102,-0.251,-3.340,-9.708,-8.785,9.633,6.861,-155.636,2.360,-0.341,-0.026,6.861,0.000000,0.000000,0.00,0,0
143,3019107,-0.022,-3.369,-9.804,-6.801,10.914,8.906,-156.155,2.287,-0.344,-0.002,8.906,0.000000,0.000000,0.00,0,0
144,3029113,0.193,-3.415,-9.751,-4.574,12.105,10.096,-156.584,2.130,-0.348,0.020,10.096,0.000000,0.000000,0.00,0,0
145,3039116,0.369,-3.379,-9.590,-1.919,11.830,10.462,-156.945,1.898,-0.345,0.038,10.462,0.000000,0.000000,0.00,0,0
146,3049108,0.519,-3.552,-9.463,1.103,9.663,9.516,-157.154,1.591,-0.362,0.053,9.516,0.000000,0.000000,0.00,0,0
147,3059107,0.615,-3.907,-9.259,3.239,6.215,6.952,-157.134,1.230,-0.398,0.063,6.952,0.000000,0.000000,0.00,0,0
148,3069111,0.615,-4.145,-9.165,3.849,2.247,3.016,-156.989,0.860,-0.423,0.063,3.016,0.000000,0.000000,0.00,0,0
149,3079105,0.545,-4.220,-9.021,3.513,-1.720,-1.135,-156.797,0.512,-0.430,0.056,-1.135,0.000000,0.000000,0.00,0,0
150,3089117,0.445,-4.126,-8.949,2.934,-5.870,-4.186,-156.652,0.199,-0.421,0.045,-4.186,0.000000,0.000000,0.00,0,0
151,3099173,0.259,-4.068,-8.904,2.476,-9.136,-5.407,-156.539,-0.031,-0.415,0.026,-5.407,0.000000,0.000000,0.00,0,0
152,3109114,0.019,-4.148,-8.877,2.415,-11.119,-5.010,-156.395,-0.143,-0.423,0.002,-5.010,0.000000,0.000000,0.00,0,0
153,3119106,-0.163,-4.266,-8.851,1.652,-11.547,-3.546,-156.212,-0.162,-0.435,-0.017,-3.546,0.000000,0.000000,0.00,0,0
154,3129103,-0.327,-4.353,-8.875,0.401,-10.723,-1.592,-156.022,-0.093,-0.444,-0.033,-1.592,0.000000,0.000000,0.00,0,0
155,3139123,-0.415,-4.259,-8.774,-0.576,-9.044,0.696,-155.875,0.031,-0.434,-0.042,0.696,0.000000,0.000000,0.00,0,0
156,3149110,-0.532,-4.295,-8.719,-0.728,-7.396,2.649,-155.713,0.219,-0.438,-0.054,2.649,0.000000,0.000000,0.00,0,0
157,3159105,-0.683,-4.389,-8.680,-1.003,-6.145,3.626,-155.517,0.477,-0.448,-0.070,3.626,0.000000,0.000000,0.00,0,0
158,3169109,-0.749,-4.331,-8.747,-1.949,-5.046,3.718,-155.385,0.757,-0.442,-0.076,3.718,0.000000,0.000000,0.00,0,0
159,3179105,-0.742,-4.215,-8.803,-2.926,-3.276,3.931,-155.333,1.028,-0.430,-0.076,3.931,0.000000,0.000000,0.00,0,0
160,3189107,-0.625,-4.097,-8.870,-3.414,-0.743,4.664,-155.356,1.245,-0.418,-0.064,4.664,0.000000,0.000000,0.00,0,0
161,3199120,-0.556,-4.083,-8.892,-3.322,1.851,6.037,-155.386,1.435,-0.416,-0.057,6.037,0.000000,0.000000,0.00,0,0
162,3209103,-0.523,-4.131,-8.807,-3.231,3.316,7.288,-155.375,1.610,-0.421,-0.053,7.288,0.000000,0.000000,0.00,0,0
163,3219115,-0.468,-4.191,-8.774,-3.353,3.346,7.898,-155.332,1.744,-0.427,-0.048,7.898,0.000000,0.000000,0.00,0,0
164,3229110,-0.420,-4.157,-8.793,-3.353,2.461,7.776,-155.311,1.837,-0.424,-0.043,7.776,0.000000,0.000000,0.00,0,0
165,3239110,-0.399,-4.095,-8.851,-3.383,1.088,7.044,-155.331,1.899,-0.418,-0.041,7.044,0.000000,0.000000,0.00,0,0
166,3249106,-0.368,-3.957,-8.952,-3.536,0.081,6.067,-155.431,1.931,-0.404,-0.038,6.067,0.000000,0.000000,0.00,0,0
167,3259105,-0.332,-3.870,-8.973,-3.383,-0.347,5.152,-155.565,1.939,-0.395,-0.034,5.152,0.000000,0.000000,0.00,0,0
168,3269103,-0.399,-3.861,-8.997,-3.017,-0.621,4.328,-155.693,1.977,-0.394,-0.041,4.328,0.000000,0.000000,0.00,0,0
169,3279105,-0.480,-3.873,-9.012,-2.560,-1.079,3.290,-155.805,2.045,-0.395,-0.049,3.290,0.000000,0.000000,0.00,0,0
170,3293279,-0.477,-3.834,-8.978,-2.163,-1.232,2.222,-155.926,2.109,-0.391,-0.049,2.222,0.000000,0.000000,0.00,0,0
171,3299110,-0.454,-3.926,-8.968,-1.278,-1.079,1.398,-155.977,2.156,-0.400,-0.046,1.398,0.000000,0.000000,0.00,0,0
172,3309100,-0.492,-4.112,-9.009,-0.820,-0.835,0.544,-155.945,2.218,-0.419,-0.050,0.544,0.000000,0.000000,0.00,0,0
173,3319100,-0.477,-4.092,-8.944,-1.400,-0.560,-0.097,-155.916,2.272,-0.417,-0.049,-0.097,0.000000,0.000000,0.00,0,0
174,3329100,-0.427,-4.020,-8.952,-1.736,-0.560,-0.189,-155.926,2.298,-0.410,-0.044,-0.189,0.000000,0.000000,0.00,0,0
175,3339100,-0.392,-3.945,-8.944,-1.736,-0.682,0.239,-155.967,2.303,-0.402,-0.040,0.239,0.000000,0.000000,0.00,0,0
176,3349102,-0.408,-3.923,-9.028,-1.583,-0.591,1.032,-156.029,2.316,-0.400,-0.042,1.032,0.000000,0.000000,0.00,0,0
177,3359104,-0.454,-3.962,-8.985,-1.461,-0.530,2.009,-156.060,2.351,-0.404,-0.046,2.009,0.000000,0.000000,0.00,0,0
178,3369100,-0.485,-3.972,-8.992,-1.400,-0.560,2.405,-156.085,2.397,-0.405,-0.049,2.405,0.000000,0.000000,0.00,0,0
179,3379100,-0.470,-3.996,-9.074,-1.186,-0.102,2.375,-156.111,2.436,-0.407,-0.048,2.375,0.000000,0.000000,0.00,0,0
180,3389100,-0.427,-4.073,-9.115,-0.820,1.149,1.887,-156.106,2.460,-0.415,-0.044,1.887,0.000000,0.000000,0.00,0,0
181,3399102,-0.342,-4.034,-9.139,-0.973,2.614,1.337,-156.124,2.456,-0.411,-0.035,1.337,0.000000,0.000000,0.00,0,0
182,3409099,-0.241,-3.972,-9.103,-1.125,3.834,1.612,-156.162,2.417,-0.405,-0.025,1.612,0.000000,0.000000,0.00,0,0
