seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,lat,lon,gps_spd,sats,gps_fix
26,1852097,-3.658,1.455,-9.093,6.931,8.626,5.243,170.226,21.156,0.148,-0.373,5.243,4.638072,-74.084482,0.00,7,1
27,1862110,-3.568,1.224,-8.947,9.037,9.846,7.166,170.479,21.355,0.125,-0.364,7.166,4.638072,-74.084482,0.00,7,1
28,1872102,-3.420,0.937,-8.791,8.824,9.968,9.516,170.931,21.476,0.096,-0.349,9.516,4.638072,-74.084482,0.00,7,1
29,1882123,-3.265,0.602,-8.594,7.206,8.870,11.378,171.594,21.518,0.061,-0.333,11.378,4.638072,-74.084482,0.00,7,1
30,1892103,-3.227,0.264,-8.567,4.948,6.733,12.171,172.457,21.517,0.027,-0.329,12.171,4.638072,-74.084482,0.00,7,1
31,1902110,-3.231,0.030,-8.603,3.575,4.170,11.439,173.417,21.485,0.003,-0.330,11.439,4.638072,-74.084482,0.00,7,1
32,1912107,-3.224,-0.054,-8.709,2.079,1.790,9.607,174.333,21.399,-0.006,-0.329,9.607,4.638072,-74.084482,0.00,7,1
33,1922102,-3.262,-0.015,-8.870,0.462,-0.041,7.532,175.105,21.290,-0.002,-0.333,7.532,4.638072,-74.084482,0.00,7,1
34,1932106,-3.258,0.120,-8.911,-1.369,-1.476,5.976,175.673,21.165,0.012,-0.332,5.976,4.638072,-74.084482,0.00,7,1
35,1944647,-3.222,0.257,-8.880,-4.055,-3.002,5.335,176.070,21.018,0.026,-0.329,5.335,4.638072,-74.084482,0.00,7,1
36,1952117,-3.212,0.377,-8.743,-6.771,-4.772,5.366,176.286,20.898,0.038,-0.328,5.366,4.638072,-74.084482,0.00,7,1
37,1962112,-3.231,0.582,-8.767,-10.128,-6.969,6.525,176.288,20.776,0.059,-0.330,6.525,4.638072,-74.084482,0.00,7,1
38,1972097,-3.251,0.732,-8.728,-11.318,-8.892,7.532,176.161,20.670,0.075,-0.331,7.532,4.638072,-74.084482,0.00,7,1
39,1982123,-3.212,0.891,-8.733,-10.006,-10.753,8.051,175.936,20.529,0.091,-0.328,8.051,4.638072,-74.084482,0.00,7,1
40,1992105,-3.191,1.053,-8.793,-7.534,-12.737,8.875,175.640,20.353,0.107,-0.325,8.875,4.638072,-74.084482,0.00,7,1
41,2002116,-3.179,1.062,-8.844,-5.306,-14.995,10.737,175.390,20.156,0.108,-0.324,10.737,4.638072,-74.084482,0.00,7,1
42,2012097,-3.248,0.946,-8.971,-5.306,-17.284,13.056,175.258,19.978,0.097,-0.331,13.056,4.638072,-74.084482,0.00,7,1
43,2022108,-3.377,0.802,-9.177,-6.039,-19.298,14.551,175.248,19.840,0.082,-0.344,14.551,4.638072,-74.084482,0.00,7,1
44,2032105,-3.518,0.795,-9.379,-6.557,-20.244,15.101,175.251,19.748,0.081,-0.359,15.101,4.638072,-74.084482,0.00,7,1
45,2042109,-3.637,0.874,-9.482,-6.740,-20.091,15.192,175.205,19.715,0.089,-0.371,15.192,4.638072,-74.084482,0.00,7,1
46,2052097,-3.696,1.065,-9.598,-7.809,-19.786,15.925,175.037,19.696,0.109,-0.377,15.925,4.638072,-74.084482,0.00,7,1
47,2062112,-3.804,1.315,-9.845,-10.128,-19.206,17.847,174.726,19.686,0.134,-0.388,17.847,4.638072,-74.084482,0.00,7,1
48,2072104,-3.949,1.436,-10.006,-11.165,-16.979,20.289,174.376,19.741,0.146,-0.403,20.289,4.638072,-74.084482,0.00,7,1
49,2084125,-4.021,1.530,-9.975,-9.823,-13.286,22.455,173.998,19.854,0.156,-0.410,22.455,4.638072,-74.084482,0.00,7,1
50,2092118,-4.023,1.595,-9.843,-6.985,-9.349,23.951,173.638,20.036,0.163,-0.410,23.951,4.638072,-74.084482,0.00,7,1
51,2102111,-4.014,1.749,-9.766,-3.017,-5.992,25.232,173.247,20.237,0.178,-0.409,25.232,4.638072,-74.084482,0.00,7,1
52,2112114,-3.901,1.904,-9.662,1.103,-3.032,26.789,172.826,20.402,0.194,-0.398,26.789,4.638072,-74.084482,0.00,7,1
53,2122103,-3.832,1.875,-9.494,4.734,-0.835,28.834,172.472,20.570,0.191,-0.391,28.834,4.638072,-74.084482,0.00,7,1
54,2132103,-3.797,1.865,-9.257,7.420,-0.072,31.214,172.152,20.760,0.190,-0.387,31.214,4.638072,-74.084482,0.00,7,1
55,2142112,-3.713,1.807,-9.189,9.220,-0.835,33.899,171.903,20.897,0.184,-0.379,33.899,4.638072,-74.084482,0.00,7,1
56,2152107,-3.782,1.609,-9.242,11.051,-1.811,36.066,171.818,21.047,0.164,-0.386,36.066,4.638072,-74.084482,0.00,7,1
57,2162116,-3.873,1.462,-9.410,13.004,-2.757,37.317,171.864,21.191,0.149,-0.395,37.317,4.638072,-74.084482,0.00,7,1
58,2172103,-3.983,1.335,-9.684,14.591,-3.093,37.897,172.017,21.322,0.136,-0.406,37.897,4.638072,-74.084482,0.00,7,1
59,2182118,-4.171,1.137,-9.924,15.873,-2.300,38.141,172.297,21.499,0.116,-0.425,38.141,4.638072,-74.084482,0.00,7,1
60,2192114,-4.343,0.983,-10.186,17.155,-0.286,37.592,172.665,21.710,0.100,-0.443,37.592,4.638072,-74.084482,0.00,7,1
61,2202114,-4.424,0.867,-10.191,19.505,2.644,35.853,173.084,21.968,0.088,-0.451,35.853,4.638072,-74.084482,0.00,7,1
62,2212107,-4.386,0.942,-10.049,21.366,5.726,33.594,173.433,22.239,0.096,-0.447,33.594,4.638072,-74.084482,0.00,7,1
63,2222110,-4.211,1.106,-9.809,21.641,7.680,32.557,173.646,22.466,0.113,-0.429,32.557,4.638072,-74.084482,0.00,7,1
64,2232102,-4.073,1.257,-9.600,18.803,7.863,33.198,173.713,22.645,0.128,-0.415,33.198,4.638072,-74.084482,0.00,7,1
65,2242098,-3.997,1.417,-9.506,14.073,7.374,34.907,173.631,22.780,0.144,-0.408,34.907,4.638072,-74.084482,0.00,7,1
66,2252094,-3.971,1.486,-9.422,9.922,7.191,37.134,173.470,22.902,0.152,-0.405,37.134,4.638072,-74.084482,0.00,7,1
67,2262100,-3.925,1.421,-9.269,8.488,7.924,38.202,173.332,23.029,0.145,-0.400,38.202,4.638072,-74.084482,0.00,7,1
68,2272094,-3.730,1.376,-9.019,11.082,9.022,37.043,173.232,23.108,0.140,-0.380,37.043,4.638072,-74.084482,0.00,7,1
69,2282100,-3.510,1.228,-8.488,17.460,9.724,33.472,173.239,23.187,0.125,-0.358,33.472,4.638072,-74.084482,0.00,7,1
70,2293048,-3.372,1.190,-8.397,20.237,8.320,30.482,173.299,23.203,0.121,-0.344,30.482,4.638072,-74.084482,0.00,7,1
71,2302105,-3.162,1.086,-8.284,19.779,5.269,28.284,173.389,23.084,0.111,-0.322,28.284,4.638072,-74.084482,0.00,7,1
72,2312099,-3.262,1.159,-8.469,14.408,0.386,26.789,173.391,22.944,0.118,-0.333,26.789,4.638072,-74.084482,0.00,7,1
73,2322105,-3.308,1.380,-8.735,10.105,-4.924,25.904,173.240,22.732,0.141,-0.337,25.904,4.638072,-74.084482,0.00,7,1
74,2332099,-3.432,1.617,-8.985,9.373,-8.525,23.829,172.981,22.513,0.165,-0.350,23.829,4.638072,-74.084482,0.00,7,1
75,2342105,-3.584,1.855,-9.504,10.533,-9.593,22.394,172.673,22.276,0.189,-0.366,22.394,4.638072,-74.084482,0.00,7,1
76,2352099,-3.658,1.836,-9.857,12.638,-8.464,21.845,172.456,22.045,0.187,-0.373,21.845,4.638072,-74.084482,0.00,7,1
77,2362105,-3.747,1.597,-10.133,11.082,-6.175,22.150,172.389,21.855,0.163,-0.382,22.150,4.638072,-74.084482,0.00,7,1
78,2372099,-3.735,1.286,-10.107,8.152,-3.642,21.265,172.458,21.710,0.131,-0.381,21.265,4.638072,-74.084482,0.00,7,1
79,2382105,-3.732,1.245,-10.131,4.368,-1.598,18.854,172.509,21.591,0.127,-0.381,18.854,4.638072,-74.084482,0.00,7,1
80,2392099,-3.606,1.395,-9.910,3.849,0.569,15.284,172.459,21.477,0.142,-0.368,15.284,4.638072,-74.084482,0.00,7,1
81,2402099,-3.491,1.643,-9.696,4.429,2.217,11.530,172.271,21.362,0.168,-0.356,11.530,4.638072,-74.084482,0.00,7,1
82,2412110,-3.322,1.966,-9.590,3.483,2.919,9.791,171.911,21.189,0.200,-0.339,9.791,4.638072,-74.084482,0.00,7,1
83,2422099,-3.158,2.034,-9.343,1.621,2.858,9.791,171.500,20.986,0.207,-0.322,9.791,4.638072,-74.084482,0.00,7,1
84,2432099,-3.086,1.884,-9.117,-1.949,1.149,10.157,171.145,20.789,0.192,-0.315,10.157,4.638072,-74.084482,0.00,7,1
85,2442099,-3.053,1.899,-9.002,-4.482,-1.537,9.394,170.775,20.584,0.194,-0.311,9.394,4.638072,-74.084482,0.00,7,1
86,2452105,-3.148,2.012,-9.233,-6.801,-3.795,8.082,170.380,20.382,0.205,-0.321,8.082,4.638072,-74.084482,0.00,7,1
87,2462105,-3.282,2.077,-9.355,-7.259,-3.978,6.006,169.994,20.237,0.212,-0.335,6.006,4.638072,-74.084482,0.00,7,1
88,2472095,-3.353,2.171,-9.454,-7.015,-3.093,3.992,169.605,20.128,0.221,-0.342,3.992,4.638072,-74.084482,0.00,7,1
89,2482099,-3.446,2.352,-9.538,-6.252,-1.323,2.161,169.173,20.066,0.240,-0.351,2.161,4.638072,-74.084482,0.00,7,1
90,2492110,-3.444,2.607,-9.533,-4.940,0.935,0.544,168.660,20.020,0.266,-0.351,0.544,4.638072,-74.084482,0.00,7,1
91,2502137,-3.441,2.880,-9.542,-3.750,3.071,0.239,168.066,19.981,0.294,-0.351,0.239,4.638072,-74.084482,0.00,7,1
92,2512117,-3.410,3.039,-9.456,-1.980,5.421,1.246,167.446,19.958,0.310,-0.348,1.246,4.638072,-74.084482,0.00,7,1
93,2522120,-3.303,3.078,-9.252,-0.423,7.405,3.107,166.839,19.934,0.314,-0.337,3.107,4.638072,-74.084482,0.00,7,1
94,2532101,-3.174,3.056,-9.098,0.767,8.229,5.274,166.277,19.881,0.312,-0.324,5.274,4.638072,-74.084482,0.00,7,1
95,2542118,-3.086,2.945,-9.028,2.018,8.137,7.441,165.817,19.804,0.300,-0.315,7.441,4.638072,-74.084482,0.00,7,1
96,2552118,-3.038,2.694,-9.014,3.239,7.588,9.180,165.531,19.718,0.275,-0.310,9.180,4.638072,-74.084482,0.00,7,1
97,2562116,-3.065,2.477,-9.062,3.788,6.947,9.913,165.393,19.648,0.253,-0.312,9.913,4.638072,-74.084482,0.00,7,1
98,2572114,-3.069,2.294,-9.218,3.636,6.398,10.248,165.380,19.563,0.234,-0.313,10.248,4.638072,-74.084482,0.00,7,1
99,2602882,-3.193,2.060,-9.595,-2.346,9.785,11.255,165.268,19.701,0.210,-0.326,11.255,4.638072,-74.084482,0.00,7,1
100,2604311,-3.193,2.060,-9.595,-2.346,9.785,11.255,165.294,19.727,0.210,-0.326,11.255,4.638072,-74.084482,0.00,7,1
101,2605670,-3.193,2.060,-9.595,-2.346,9.785,11.255,165.417,19.669,0.210,-0.326,11.255,4.638072,-74.084482,0.00,7,1
102,2612133,-3.200,2.029,-9.540,-2.865,12.837,10.859,165.569,19.631,0.207,-0.326,10.859,4.638072,-74.084482,0.00,7,1
103,2622119,-3.034,2.147,-9.396,-2.315,15.889,10.187,165.618,19.557,0.219,-0.309,10.187,4.638072,-74.084482,0.00,7,1
104,2632121,-2.886,2.210,-9.158,-1.644,18.147,10.248,165.597,19.470,0.225,-0.294,10.248,4.638072,-74.084482,0.00,7,1
105,2642113,-2.809,2.130,-8.911,-1.125,19.215,10.859,165.593,19.406,0.217,-0.286,10.859,4.638072,-74.084482,0.00,7,1
106,2652107,-2.736,2.106,-8.716,-0.912,19.154,11.194,165.578,19.342,0.215,-0.279,11.194,4.638072,-74.084482,0.00,7,1
107,2662113,-2.647,2.053,-8.656,-0.728,18.422,11.347,165.588,19.242,0.209,-0.270,11.347,4.638072,-74.084482,0.00,7,1
108,2672111,-2.681,2.060,-8.896,-2.834,17.628,12.171,165.606,19.126,0.210,-0.273,12.171,4.638072,-74.084482,0.00,7,1
109,2682123,-2.657,1.846,-8.829,-3.750,17.537,12.903,165.725,19.025,0.188,-0.271,12.903,4.638072,-74.084482,0.00,7,1
110,2692113,-2.657,1.802,-8.661,-1.888,17.201,11.378,165.855,18.958,0.184,-0.271,11.378,4.638072,-74.084482,0.00,7,1
111,2702120,-2.755,1.990,-8.911,-1.491,16.499,10.645,165.902,18.896,0.203,-0.281,10.645,4.638072,-74.084482,0.00,7,1
112,2712114,-2.738,1.863,-9.036,-0.728,16.469,10.737,166.037,18.817,0.190,-0.279,10.737,4.638072,-74.084482,0.00,7,1
113,2722112,-2.705,1.764,-8.882,1.164,16.530,9.852,166.213,18.753,0.180,-0.276,9.852,4.638072,-74.084482,0.00,7,1
114,2732111,-2.750,1.539,-8.702,5.467,16.499,7.197,166.520,18.752,0.157,-0.280,7.197,4.638072,-74.084482,0.00,7,1
115,2742115,-2.824,1.626,-8.976,7.542,16.163,4.999,166.799,18.740,0.166,-0.288,4.999,4.638072,-74.084482,0.00,7,1
116,2752106,-2.843,1.482,-9.033,8.763,16.682,2.833,167.149,18.738,0.151,-0.290,2.833,4.638072,-74.084482,0.00,7,1
117,2762116,-2.888,1.701,-8.992,5.406,16.438,2.741,167.319,18.755,0.173,-0.295,2.741,4.638072,-74.084482,0.00,7,1
118,2772117,-2.833,1.812,-8.853,2.415,14.577,4.023,167.374,18.745,0.185,-0.289,4.023,4.638072,-74.084482,0.00,7,1
119,2782105,-2.848,1.790,-8.853,-0.332,11.891,4.938,167.410,18.718,0.183,-0.290,4.938,4.638072,-74.084482,0.00,7,1
120,2792114,-2.926,1.781,-8.913,-0.271,10.060,4.572,167.457,18.705,0.182,-0.298,4.572,4.638072,-74.084482,0.00,7,1
121,2802104,-3.050,1.843,-9.228,-0.820,9.144,4.511,167.495,18.695,0.188,-0.311,4.511,4.638072,-74.084482,0.00,7,1
122,2812115,-3.124,1.841,-9.264,-0.912,9.236,4.389,167.535,18.716,0.188,-0.319,4.389,4.638072,-74.084482,0.00,7,1
123,2822123,-3.084,1.899,-9.199,0.126,9.785,3.626,167.545,18.728,0.194,-0.314,3.626,4.638072,-74.084482,0.00,7,1
124,2832114,-3.053,2.087,-9.254,1.927,10.518,2.802,167.482,18.717,0.213,-0.311,2.802,4.638072,-74.084482,0.00,7,1
125,2842115,-2.974,2.202,-9.129,4.673,11.342,2.802,167.377,18.692,0.225,-0.303,2.802,4.638072,-74.084482,0.00,7,1
126,2852115,-2.914,2.210,-8.944,6.870,11.311,3.596,167.274,18.666,0.225,-0.297,3.596,4.638072,-74.084482,0.00,7,1
127,2862126,-2.869,2.176,-8.896,8.061,10.212,4.847,167.201,18.618,0.222,-0.293,4.847,4.638072,-74.084482,0.00,7,1
128,2872111,-2.869,2.070,-9.009,8.274,8.473,6.281,167.204,18.545,0.211,-0.293,6.281,4.638072,-74.084482,0.00,7,1
129,2882107,-2.857,1.942,-9.185,7.298,7.161,7.197,167.282,18.439,0.198,-0.291,7.197,4.638072,-74.084482,0.00,7,1
130,2892115,-2.864,1.911,-9.254,5.497,6.733,7.624,167.360,18.331,0.195,-0.292,7.624,4.638072,-74.084482,0.00,7,1
131,2902120,-2.826,1.877,-9.418,4.765,6.611,7.837,167.459,18.191,0.191,-0.288,7.837,4.638072,-74.084482,0.00,7,1
132,2912126,-2.819,1.778,-9.518,5.863,7.283,6.952,167.618,18.055,0.181,-0.287,6.952,4.638072,-74.084482,0.00,7,1
133,2922122,-2.831,1.795,-9.466,8.091,8.839,5.121,167.773,17.954,0.183,-0.289,5.121,4.638072,-74.084482,0.00,7,1
134,2932115,-2.714,1.998,-9.314,9.892,10.060,3.473,167.817,17.833,0.204,-0.277,3.473,4.638072,-74.084482,0.00,7,1
135,2944256,-2.547,2.075,-9.177,10.960,9.846,3.565,167.822,17.662,0.212,-0.260,3.565,4.638072,-74.084482,0.00,7,1
136,2952117,-2.499,2.046,-9.069,10.624,8.565,4.664,167.816,17.475,0.209,-0.255,4.664,4.638072,-74.084482,0.00,7,1
137,2962117,-2.447,2.022,-8.968,8.610,6.337,6.281,167.793,17.270,0.206,-0.250,6.281,4.638072,-74.084482,0.00,7,1
138,2972112,-2.464,1.971,-9.050,6.443,3.834,7.715,167.788,17.057,0.201,-0.251,7.715,4.638072,-74.084482,0.00,7,1
139,2982114,-2.480,1.850,-9.201,6.687,1.759,8.326,167.862,16.835,0.189,-0.253,8.326,4.638072,-74.084482,0.00,7,1
140,2992101,-2.485,1.752,-9.367,8.701,0.355,7.746,168.014,16.602,0.179,-0.253,7.746,4.638072,-74.084482,0.00,7,1
141,3002111,-2.550,1.646,-9.586,11.295,-0.316,6.708,168.250,16.387,0.168,-0.260,6.708,4.638072,-74.084482,0.00,7,1
142,3012101,-2.652,1.547,-9.814,12.852,-0.316,5.457,168.546,16.212,0.158,-0.270,5.457,4.638072,-74.084482,0.00,7,1
143,3022126,-2.709,1.460,-9.967,12.974,0.294,4.664,168.873,16.065,0.149,-0.276,4.664,4.638072,-74.084482,0.00,7,1
144,3032115,-2.693,1.412,-10.011,10.777,1.515,4.450,169.179,15.929,0.144,-0.275,4.450,4.638072,-74.084482,0.00,7,1
145,3042114,-2.635,1.296,-9.876,7.359,2.736,4.816,169.475,15.808,0.132,-0.269,4.816,4.638072,-74.084482,0.00,7,1
146,3052101,-2.588,1.156,-9.691,3.605,3.193,4.908,169.770,15.703,0.118,-0.264,4.908,4.638072,-74.084482,0.00,7,1
147,3062114,-2.585,1.093,-9.550,0.889,2.888,3.809,170.040,15.620,0.112,-0.264,3.809,4.638072,-74.084482,0.00,7,1
148,3072109,-2.554,1.127,-9.480,-0.210,1.851,1.612,170.258,15.529,0.115,-0.260,1.612,4.638072,-74.084482,0.00,7,1
149,3082119,-2.538,1.253,-9.538,0.126,0.142,-0.646,170.404,15.412,0.128,-0.259,-0.646,4.638072,-74.084482,0.00,7,1
150,3092102,-2.573,1.371,-9.646,0.706,-1.506,-2.294,170.494,15.291,0.140,-0.262,-2.294,4.638072,-74.084482,0.00,7,1
151,3102160,-2.592,1.404,-9.636,0.675,-3.307,-2.996,170.560,15.172,0.143,-0.264,-2.996,4.638072,-74.084482,0.00,7,1
152,3112121,-2.697,1.339,-9.696,-0.667,-5.535,-3.210,170.644,15.085,0.137,-0.275,-3.210,4.638072,-74.084482,0.00,7,1
153,3122119,-2.762,1.351,-9.792,-3.322,-7.762,-3.118,170.698,15.001,0.138,-0.282,-3.118,4.638072,-74.084482,0.00,7,1
154,3132117,-2.817,1.494,-10.068,-7.046,-9.136,-2.477,170.666,14.900,0.152,-0.287,-2.477,4.638072,-74.084482,0.00,7,1
155,3142105,-2.898,1.559,-10.299,-10.097,-8.434,-1.287,170.596,14.820,0.159,-0.295,-1.287,4.638072,-74.084482,0.00,7,1
156,3152100,-2.967,1.561,-10.342,-11.654,-5.626,-0.189,170.519,14.797,0.159,-0.303,-0.189,4.638072,-74.084482,0.00,7,1
157,3162122,-2.955,1.568,-10.277,-11.196,-1.476,0.208,170.445,14.818,0.160,-0.301,0.208,4.638072,-74.084482,0.00,7,1
158,3172114,-2.836,1.593,-10.073,-8.144,2.675,-0.372,170.381,14.848,0.162,-0.289,-0.372,4.638072,-74.084482,0.00,7,1
159,3182108,-2.664,1.672,-9.799,-3.506,6.093,-1.715,170.307,14.863,0.171,-0.272,-1.715,4.638072,-74.084482,0.00,7,1
160,3192101,-2.473,1.720,-9.413,1.438,8.137,-2.813,170.229,14.853,0.175,-0.252,-2.813,4.638072,-74.084482,0.00,7,1
161,3202115,-2.290,1.728,-8.959,5.924,7.985,-3.851,170.152,14.810,0.176,-0.233,-3.851,4.638072,-74.084482,0.00,7,1
162,3212114,-2.147,1.713,-8.687,8.000,4.872,-3.881,170.080,14.703,0.175,-0.219,-3.881,4.638072,-74.084482,0.00,7,1
163,3222100,-2.042,1.756,-8.623,6.901,-0.011,-2.905,169.974,14.513,0.179,-0.208,-2.905,4.638072,-74.084482,0.00,7,1
164,3232104,-1.951,1.805,-8.747,2.720,-5.870,0.025,169.826,14.223,0.184,-0.199,0.025,4.638072,-74.084482,0.00,7,1
165,3242106,-2.061,1.670,-9.153,-2.773,-11.302,4.450,169.748,13.920,0.170,-0.210,4.450,4.638072,-74.084482,0.00,7,1
166,3252094,-2.271,1.395,-9.711,-6.924,-13.957,7.715,169.816,13.661,0.142,-0.232,7.715,4.638072,-74.084482,0.00,7,1
167,3262100,-2.445,1.142,-10.220,-8.266,-12.798,8.692,170.014,13.463,0.116,-0.249,8.692,4.638072,-74.084482,0.00,7,1
168,3272094,-2.552,0.973,-10.349,-6.008,-8.037,6.922,170.302,13.359,0.099,-0.260,6.922,4.638072,-74.084482,0.00,7,1
169,3282097,-2.523,1.021,-10.366,-2.285,-1.720,3.748,170.580,13.307,0.104,-0.257,3.748,4.638072,-74.084482,0.00,7,1
170,3293998,-2.311,1.212,-10.138,2.812,4.567,0.422,170.789,13.243,0.124,-0.236,0.422,4.638072,-74.084482,0.00,7,1
171,3302105,-2.065,1.474,-9.694,7.054,9.114,-1.257,170.869,13.157,0.150,-0.211,-1.257,4.638072,-74.084482,0.00,7,1
172,3312095,-1.846,1.641,-9.225,8.671,10.670,-0.707,170.838,13.030,0.167,-0.188,-0.707,4.638072,-74.084482,0.00,7,1
173,3322099,-1.708,1.687,-8.930,7.267,8.900,1.642,170.747,12.856,0.172,-0.174,1.642,4.638072,-74.084482,0.00,7,1
174,3332105,-1.729,1.646,-8.942,3.483,5.391,4.633,170.649,12.673,0.168,-0.176,4.633,4.638072,-74.084482,0.00,7,1
175,3342105,-1.846,1.552,-9.175,0.401,2.431,7.044,170.600,12.515,0.158,-0.188,7.044,4.638072,-74.084482,0.00,7,1
176,3352096,-1.891,1.426,-9.482,-1.095,1.210,8.600,170.626,12.352,0.145,-0.193,8.600,4.638072,-74.084482,0.00,7,1
177,3362095,-2.025,1.166,-9.720,-1.888,1.515,9.363,170.785,12.249,0.119,-0.206,9.363,4.638072,-74.084482,0.00,7,1
178,3372105,-2.130,0.891,-9.802,-0.728,3.193,7.746,171.077,12.213,0.091,-0.217,7.746,4.638072,-74.084482,0.00,7,1
179,3382105,-2.125,0.884,-9.720,1.591,5.330,4.145,171.367,12.205,0.090,-0.217,4.145,4.638072,-74.084482,0.00,7,1
180,3392096,-2.046,1.045,-9.629,3.605,6.581,0.849,171.572,12.181,0.107,-0.209,0.849,4.638072,-74.084482,0.00,7,1
181,3402096,-1.899,1.197,-9.415,5.039,7.191,-1.470,171.688,12.113,0.122,-0.194,-1.470,4.638072,-74.084482,0.00,7,1
182,3412105,-1.703,1.310,-9.086,5.131,5.971,-2.539,171.717,11.974,0.134,-0.174,-2.539,4.638072,-74.084482,0.00,7,1
183,3422105,-1.543,1.404,-8.983,3.575,2.278,-2.477,171.674,11.740,0.143,-0.157,-2.477,4.638072,-74.084482,0.00,7,1
184,3432096,-1.550,1.458,-8.988,1.652,-2.727,-1.898,171.590,11.480,0.149,-0.158,-1.898,4.638072,-74.084482,0.00,7,1
185,3442099,-1.572,1.542,-9.348,-0.698,-7.823,-0.738,171.479,11.175,0.157,-0.160,-0.738,4.638072,-74.084482,0.00,7,1
186,3452105,-1.686,1.549,-9.699,-3.597,-11.302,1.002,171.373,10.888,0.158,-0.172,1.002,4.638072,-74.084482,0.00,7,1
187,3462110,-1.820,1.479,-10.013,-7.107,-12.950,3.138,171.298,10.645,0.151,-0.186,3.138,4.638072,-74.084482,0.00,7,1
188,3472105,-1.937,1.359,-10.301,-9.762,-12.859,4.481,171.277,10.453,0.139,-0.197,4.481,4.638072,-74.084482,0.00,7,1
