t_rx,seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,rssi,snr,lost,total
1784928108.894,4556,47126231,-1.112,-1.392,-9.521,2.415,2.064,-1.684,-172.088,6.869,-0.142,-0.113,-1.684,-69,11.00,4458,50
1784928109.894,4656,48126227,-0.952,-1.614,-9.655,-1.644,0.844,-2.630,-171.636,6.162,-0.165,-0.097,-2.630,-70,10.25,4557,51
1784928110.894,4756,49126233,-1.140,-1.587,-9.754,-0.301,0.233,0.208,-171.558,6.051,-0.162,-0.116,0.208,-69,10.50,4656,52
1784928111.894,4856,50126219,-1.004,-1.255,-9.660,0.767,0.599,-0.402,-172.267,6.284,-0.128,-0.102,-0.402,-68,13.50,4755,53
1784928113.393,5006,51626200,-1.097,-1.235,-9.840,1.225,-0.225,2.375,-172.926,5.709,-0.126,-0.112,2.375,-68,10.50,4904,54
1784928114.394,5106,52626216,-0.997,-1.202,-9.804,-0.789,0.599,0.544,-173.053,5.548,-0.123,-0.102,0.544,-69,10.50,5003,55
1784928115.394,5206,53626216,-1.076,-1.016,-9.924,0.248,-1.934,-0.250,-173.158,5.709,-0.104,-0.110,-0.250,-69,11.75,5102,56
1784928116.394,5306,54626216,-0.866,-1.199,-9.708,-0.179,-0.987,2.344,-172.953,5.412,-0.122,-0.088,2.344,-69,10.25,5201,57
1784928117.394,5406,55626219,-1.558,-1.317,-9.396,-3.353,-3.093,7.929,-171.739,8.066,-0.134,-0.159,7.929,-70,10.25,5300,58
1784928118.394,5506,56626211,-0.294,-1.525,-9.050,6.504,-2.910,0.666,-172.042,3.797,-0.155,-0.030,0.666,-71,14.00,5399,59
1784928119.394,5606,57626216,-1.806,-1.402,-8.959,1.377,4.048,18.030,-170.656,11.764,-0.143,-0.184,18.030,-72,13.50,5498,60
1784928120.415,5706,58626215,-1.138,-1.508,-10.323,-6.313,-4.039,-23.931,-171.943,4.298,-0.154,-0.116,-23.931,-75,10.25,5597,61
1784928121.394,5806,59626216,-1.074,-1.057,-9.581,-6.771,-2.300,3.992,-174.133,7.616,-0.108,-0.109,3.992,-69,10.75,5696,62
1784928122.394,5906,60626216,-1.243,-0.794,-9.835,1.316,-0.957,-2.966,-175.062,7.213,-0.081,-0.127,-2.966,-76,13.25,5795,63
1784928123.394,6006,61626218,-0.911,-0.775,-9.737,-0.210,0.447,1.520,-175.679,5.364,-0.079,-0.093,1.520,-75,10.25,5894,64
1784928124.395,6106,62626211,-1.050,-0.527,-10.061,3.758,-0.835,-4.186,-175.726,5.487,-0.054,-0.107,-4.186,-74,13.50,5993,65
1784928125.395,6206,63626216,-1.124,-2.477,-8.779,7.145,1.271,10.950,-174.255,6.486,-0.253,-0.115,10.950,-75,11.50,6092,66
1784928126.394,6306,64626219,-1.164,-1.257,-9.787,-0.057,1.515,4.175,-172.836,6.216,-0.128,-0.119,4.175,-73,11.00,6191,67
1784928127.395,6406,65626214,-1.231,-1.076,-9.763,1.835,-0.621,-0.555,-172.749,6.538,-0.110,-0.126,-0.555,-72,13.75,6290,68
1784928128.395,6506,66626217,-0.711,-1.532,-9.502,-0.789,3.285,-4.797,-171.487,6.231,-0.156,-0.073,-4.797,-71,13.50,6389,69
1784928129.395,6606,67626212,-0.899,-1.120,-9.787,-2.407,0.996,-1.135,-173.108,5.742,-0.114,-0.092,-1.135,-72,13.25,6488,70
1784928130.394,6706,68626216,-0.821,-1.112,-9.804,-0.088,-0.072,1.612,-173.539,5.139,-0.113,-0.084,1.612,-71,13.75,6587,71
1784928131.394,6806,69626216,-0.942,-0.999,-9.811,0.706,-0.865,1.215,-173.215,5.428,-0.102,-0.096,1.215,-73,13.50,6686,72
1784928132.395,6906,70626219,-1.043,-1.187,-9.674,1.103,0.386,-1.928,-173.201,5.736,-0.121,-0.106,-1.928,-72,13.50,6785,73
1784928133.395,7006,71626217,-0.866,-1.199,-9.840,-0.210,0.996,-0.921,-173.174,5.361,-0.122,-0.088,-0.921,-73,13.50,6884,74
1784928134.394,7106,72626216,-0.847,-1.139,-9.871,1.042,-1.476,2.161,-173.137,5.049,-0.116,-0.086,2.161,-73,13.25,6983,75
1784928135.395,7206,73626212,-0.942,-1.202,-9.833,-3.017,1.942,-1.135,-172.535,5.575,-0.123,-0.096,-1.135,-75,12.50,7082,76
1784928136.395,7306,74626216,-1.105,-1.445,-9.744,-0.698,-0.743,-0.616,-172.357,5.705,-0.147,-0.113,-0.616,-78,13.00,7181,77
1784928137.374,7406,75626215,-0.890,-1.081,-9.677,0.309,0.905,1.520,-172.811,5.507,-0.110,-0.091,1.520,-75,10.00,7280,78
1784928137.894,7456,76126212,-0.985,-1.293,-9.823,-0.545,0.844,0.666,-172.729,5.668,-0.132,-0.100,0.666,-74,12.75,7329,79
1784928139.374,7606,77626199,-0.880,-1.235,-9.799,3.971,2.003,0.879,-172.787,5.704,-0.126,-0.090,0.879,-79,11.00,7478,80
1784928139.895,7656,78126231,-0.883,-1.361,-9.653,-0.149,0.447,0.208,-172.437,5.490,-0.139,-0.090,0.208,-80,10.50,7527,81
1784928140.895,7756,79126229,-0.904,-1.296,-9.768,0.523,-0.072,-0.707,-172.475,5.518,-0.132,-0.092,-0.707,-82,13.25,7626,82
1784928141.895,7856,80126228,-1.081,-1.211,-9.941,-1.278,-0.560,0.696,-172.236,5.640,-0.124,-0.110,0.696,-77,13.50,7725,83
1784928142.896,7956,81126233,-0.997,-1.421,-9.843,-0.667,-1.323,-0.982,-172.129,5.590,-0.145,-0.102,-0.982,-78,13.00,7824,84
1784928143.895,8056,82126228,-0.988,-1.329,-9.706,-1.400,-0.011,-1.165,-172.151,5.690,-0.136,-0.101,-1.165,-78,13.50,7923,85
1784928144.895,8156,83126214,-0.892,-1.334,-9.703,-1.064,0.874,-0.433,-172.310,5.563,-0.136,-0.091,-0.433,-72,13.50,8022,86
1784928145.874,8256,84126233,-1.021,-1.397,-9.775,0.675,0.844,0.574,-172.323,5.466,-0.142,-0.104,0.574,-75,10.75,8121,87
1784928146.374,8306,84626216,-0.964,-1.284,-9.785,0.401,0.538,1.642,-172.460,5.462,-0.131,-0.098,1.642,-76,13.25,8170,88
1784928146.895,8356,85126234,-1.031,-1.240,-9.927,0.340,0.111,-0.555,-172.535,5.725,-0.126,-0.105,-0.555,-72,13.25,8219,89
1784928147.896,8456,86126212,-0.904,-1.153,-9.706,-0.210,0.203,-0.921,-172.923,5.771,-0.118,-0.092,-0.921,-74,10.75,8318,90
1784928148.896,8556,87126215,-1.114,-1.368,-9.852,-1.736,-1.262,-0.646,-172.542,5.630,-0.139,-0.114,-0.646,-78,13.75,8417,91
1784928149.895,8656,88126219,-0.897,-1.238,-9.715,-0.515,1.271,1.002,-172.475,5.431,-0.126,-0.091,1.002,-76,13.50,8516,92
1784928150.896,8756,89126216,-0.899,-1.303,-9.929,-0.912,-0.804,-1.165,-172.246,5.317,-0.133,-0.092,-1.165,-77,13.50,8615,93
1784928152.895,8956,91126211,-0.909,-1.329,-9.783,-1.156,-0.102,0.879,-172.369,5.202,-0.136,-0.093,0.879,-74,11.25,8814,94
1784928153.895,9056,92126217,-0.864,-1.214,-9.638,-2.163,-0.133,0.635,-172.796,5.526,-0.124,-0.088,0.635,-72,13.50,8913,95
1784928154.895,9156,93126216,-0.892,-1.178,-9.773,0.492,0.294,-0.707,-172.925,5.500,-0.120,-0.091,-0.707,-73,13.25,9012,96
1784928155.896,9256,94126217,-0.954,-1.190,-9.919,-0.728,-0.408,-1.501,-172.555,5.517,-0.121,-0.097,-1.501,-73,13.00,9111,97
1784928156.896,9356,95126211,-0.814,-1.120,-9.821,-1.675,-0.560,-0.128,-172.680,5.473,-0.114,-0.083,-0.128,-74,13.25,9210,98
1784928158.396,9506,96626203,-0.785,-1.206,-9.992,-2.407,-1.415,-0.768,-172.623,5.353,-0.123,-0.080,-0.768,-74,13.00,9359,99
1784928160.375,9706,98626216,-0.959,-1.448,-9.708,0.767,0.111,1.703,-172.245,4.997,-0.148,-0.098,1.703,-73,13.75,9557,101
1784928160.896,9756,99126212,-0.888,-1.305,-9.831,0.797,-0.408,0.849,-172.352,5.009,-0.133,-0.091,0.849,-72,13.50,9606,102
1784928161.896,9856,100126218,-0.742,-1.221,-9.725,0.096,0.233,-0.585,-172.749,4.941,-0.124,-0.076,-0.585,-72,14.25,9705,103
1784928162.896,9956,101126210,-0.721,-1.399,-9.564,0.492,1.546,-0.860,-172.631,4.944,-0.143,-0.073,-0.860,-73,13.75,9804,104
1784928163.896,10056,102126211,-0.749,-1.262,-9.886,1.560,-1.232,0.330,-172.813,4.681,-0.129,-0.076,0.330,-75,11.00,9903,105
1784928164.896,10156,103126212,-1.045,-1.532,-9.735,0.096,-1.232,1.551,-172.450,4.989,-0.156,-0.107,1.551,-76,12.50,10002,106
1784928165.897,10256,104126211,-0.885,-1.233,-9.797,1.042,1.423,-0.097,-172.904,4.932,-0.126,-0.090,-0.097,-76,13.75,10101,107
1784928166.917,10356,105126212,-0.942,-1.168,-9.867,-0.393,1.149,-1.165,-172.661,5.015,-0.119,-0.096,-1.165,-77,13.75,10200,108
1784928167.897,10456,106126218,-0.835,-1.368,-9.648,-0.545,-0.957,1.703,-172.420,4.803,-0.139,-0.085,1.703,-77,13.50,10299,109
1784928168.897,10556,107126214,-0.737,-1.358,-9.523,0.370,1.820,-0.341,-172.520,5.099,-0.139,-0.075,-0.341,-75,10.25,10398,110
1784928169.917,10656,108126213,-0.787,-1.149,-9.689,-0.484,0.172,-0.799,-173.134,4.847,-0.117,-0.080,-0.799,-76,13.00,10497,111
1784928170.897,10756,109126215,-0.721,-1.105,-10.152,-1.369,0.996,1.856,-173.334,4.642,-0.113,-0.073,1.856,-75,10.25,10596,112
1784928171.897,10856,110126220,-0.902,-1.392,-9.838,0.858,-1.537,0.300,-172.203,5.403,-0.142,-0.092,0.300,-75,10.00,10695,113
1784928172.917,10956,111126215,-0.954,-1.322,-9.588,-0.027,0.020,-0.097,-172.697,5.807,-0.135,-0.097,-0.097,-75,11.00,10794,114
1784928173.917,11056,112126220,-1.050,-1.151,-9.833,-0.637,0.233,-0.463,-173.169,6.578,-0.117,-0.107,-0.463,-76,13.00,10893,115
1784928174.896,11156,113126214,-1.124,-1.228,-9.723,0.462,0.325,0.452,-173.157,6.125,-0.125,-0.115,0.452,-76,13.75,10992,116
1784928175.918,11256,114126218,-1.264,-1.337,-9.943,-1.644,0.081,-1.959,-173.350,6.407,-0.136,-0.129,-1.959,-76,13.00,11091,117
1784928176.897,11356,115126217,-0.992,-1.110,-9.953,-1.339,1.179,0.635,-173.530,5.808,-0.113,-0.101,0.635,-76,14.25,11190,118
1784928177.897,11456,116126227,-1.178,-1.055,-9.864,-0.637,-2.819,1.032,-173.428,5.819,-0.108,-0.120,1.032,-76,13.75,11289,119
1784928178.897,11556,117126212,-1.136,-0.975,-9.862,1.316,-0.804,2.375,-174.340,5.957,-0.099,-0.116,2.375,-76,14.00,11388,120
1784928179.918,11656,118126224,-1.162,-0.973,-9.967,3.330,-0.194,-0.097,-174.004,5.850,-0.099,-0.118,-0.097,-78,13.25,11487,121
1784928180.897,11756,119126236,-0.923,-1.108,-9.780,-2.895,-0.499,1.185,-173.976,5.578,-0.113,-0.094,1.185,-78,13.75,11586,122
1784928181.918,11856,120126211,-0.923,-0.961,-9.814,-0.759,-1.598,-0.128,-175.651,5.652,-0.098,-0.094,-0.128,-76,14.25,11685,123
1784928182.918,11956,121126247,-1.007,-0.604,-9.629,-1.125,1.027,-1.806,-176.350,6.672,-0.062,-0.103,-1.806,-77,13.75,11784,124
1784928183.898,12056,122126214,-0.692,-0.428,-9.420,3.056,6.184,-6.841,-176.809,6.230,-0.044,-0.071,-6.841,-77,13.75,11883,125
1784928184.918,12156,123126228,-0.704,-0.736,-9.727,-0.332,0.844,-3.546,-175.739,5.256,-0.075,-0.072,-3.546,-76,13.50,11982,126
1784928185.897,12256,124126228,-0.637,-0.433,-9.559,-0.820,-2.941,4.328,-176.522,4.991,-0.044,-0.065,4.328,-76,12.00,12081,127
1784928186.918,12356,125126228,-1.291,-0.794,-10.553,0.126,-8.830,-5.956,-175.518,4.285,-0.081,-0.132,-5.956,-74,13.25,12180,128
1784928187.897,12456,126126227,-1.133,-0.970,-9.439,2.690,1.210,0.361,-176.518,7.547,-0.099,-0.116,0.361,-74,13.50,12279,129
1784928188.918,12556,127126215,-0.842,-0.792,-9.924,-0.942,1.546,-8.032,-173.777,6.900,-0.081,-0.086,-8.032,-73,13.50,12378,130
1784928189.898,12656,128126214,-1.212,-1.274,-9.780,0.523,2.186,-1.043,-173.200,6.987,-0.130,-0.124,-1.043,-74,13.25,12477,131
1784928190.425,12702,128653799,-1.064,-1.115,-9.871,0.279,-3.032,2.497,-173.312,5.720,-0.114,-0.109,2.497,-75,10.75,12522,132
1784928191.425,12808,129653219,-1.176,-1.149,-10.234,1.194,-3.826,2.192,-174.275,5.761,-0.117,-0.120,2.192,-74,10.75,12627,133
1784928192.424,12908,130653213,-1.221,-1.134,-9.768,0.431,-1.964,2.833,-174.173,6.872,-0.116,-0.125,2.833,-74,11.75,12726,134
1784928193.424,13008,131653211,-0.852,-1.190,-9.638,-3.170,-0.438,1.703,-173.349,5.923,-0.121,-0.087,1.703,-74,10.75,12825,135
1784928194.459,13106,132687224,-1.112,-1.366,-9.588,1.927,1.210,-1.013,-173.578,6.625,-0.139,-0.113,-1.013,-75,11.00,12922,136
1784928195.459,13212,133687221,-0.973,-0.833,-9.759,-2.193,1.393,0.117,-173.814,6.530,-0.085,-0.099,0.117,-74,10.75,13027,137
1784928196.459,13312,134687213,-1.221,-0.744,-10.407,0.309,-2.941,2.955,-174.555,5.803,-0.076,-0.125,2.955,-74,13.00,13126,138
1784928197.459,13412,135687213,-1.779,-0.903,-9.732,-0.820,0.905,1.520,-175.112,8.843,-0.092,-0.181,1.520,-74,10.50,13225,139
1784928198.458,13512,136687216,-1.314,-0.876,-9.658,2.781,0.844,1.307,-174.933,7.509,-0.089,-0.134,1.307,-75,10.50,13324,140
1784928199.459,13612,137687222,-1.214,-0.934,-9.874,0.767,0.203,-0.067,-174.851,7.340,-0.095,-0.124,-0.067,-73,12.50,13423,141
1784928200.459,13712,138687211,-1.298,-0.842,-9.792,0.218,1.942,-2.172,-175.242,7.628,-0.086,-0.132,-2.172,-73,12.00,13522,142
1784928201.479,13812,139687223,-0.473,-1.199,-9.199,-5.703,4.811,-7.482,-174.625,6.599,-0.122,-0.048,-7.482,-73,13.50,13621,143
1784928202.489,13907,140697133,-0.637,-1.144,-9.708,-2.804,3.865,-5.926,-172.788,4.865,-0.117,-0.065,-5.926,-73,13.00,13715,144
1784928203.468,14013,141696212,-0.718,-1.385,-9.696,1.499,0.599,3.718,-172.025,4.125,-0.141,-0.073,3.718,-73,13.00,13820,145
1784928204.468,14113,142696214,-0.640,-1.525,-9.449,5.131,0.905,4.450,-171.473,4.118,-0.155,-0.065,4.450,-74,13.50,13919,146
1784928205.468,14213,143696221,-1.007,-1.450,-9.785,0.828,-1.232,1.093,-171.817,5.251,-0.148,-0.103,1.093,-73,13.50,14018,147
1784928206.474,14307,144702600,-0.904,-1.313,-9.667,0.004,-0.682,2.375,-172.003,5.457,-0.134,-0.092,2.375,-74,13.25,14111,148
1784928207.495,14413,145702218,-0.923,-1.373,-9.703,-0.545,0.722,-0.189,-172.221,5.746,-0.140,-0.094,-0.189,-70,13.25,14216,149
1784928208.474,14513,146702222,-1.095,-1.351,-9.730,1.164,-0.072,0.361,-172.525,5.953,-0.138,-0.112,0.361,-71,13.75,14315,150
1784928209.474,14613,147702219,-0.938,-1.209,-9.814,1.774,1.546,0.605,-172.609,5.993,-0.123,-0.096,0.605,-70,13.00,14414,151
1784928210.474,14713,148702215,-1.105,-1.252,-9.811,1.469,-0.896,1.826,-172.632,6.276,-0.128,-0.113,1.826,-71,14.00,14513,152
1784928211.995,14863,150202198,-1.119,-1.023,-9.725,-2.254,0.508,-0.402,-173.546,6.347,-0.104,-0.114,-0.402,-71,14.00,14662,153
1784928212.975,14963,151202234,-0.861,-1.163,-9.838,0.218,1.301,-0.585,-173.446,5.071,-0.119,-0.088,-0.585,-73,13.50,14761,154
1784928213.974,15063,152202235,-0.520,-1.346,-9.602,-1.095,3.438,1.185,-171.203,4.092,-0.137,-0.053,1.185,-73,13.00,14860,155
1784928215.016,15163,153202212,-0.659,-2.224,-9.631,-11.959,-17.894,-18.499,-171.210,2.289,-0.227,-0.067,-18.499,-68,13.25,14959,156
1784928215.995,15263,154202233,-1.190,-1.778,-9.173,12.058,11.036,30.024,-170.634,7.469,-0.181,-0.121,30.024,-69,11.25,15058,157
1784928216.995,15363,155202223,-2.371,-2.819,-8.795,2.812,8.198,-2.539,-165.299,13.785,-0.287,-0.242,-2.539,-68,13.25,15157,158
1784928217.995,15463,156202225,-2.385,-2.431,-8.774,7.877,-0.530,-1.776,-170.050,10.575,-0.248,-0.243,-1.776,-66,13.75,15256,159
1784928218.996,15563,157202210,-1.899,-2.397,-10.784,-8.541,-5.046,-11.999,-166.967,7.904,-0.244,-0.194,-11.999,-64,13.25,15355,160
1784928219.996,15663,158202223,-0.628,-1.532,-8.786,-25.051,17.628,-2.783,-167.306,5.888,-0.156,-0.064,-2.783,-63,13.75,15454,161
1784928220.996,15763,159202222,-0.892,-3.798,-10.186,18.986,10.396,17.603,-165.760,7.134,-0.387,-0.091,17.603,-60,14.50,15553,162
1784928221.975,15863,160202223,-1.052,-2.113,-7.362,8.976,3.682,25.965,-168.830,5.412,-0.215,-0.107,25.965,-59,10.75,15652,163
1784928222.996,15963,161202216,-1.598,-2.520,-9.420,-3.658,13.051,-27.502,-167.882,8.504,-0.257,-0.163,-27.502,-60,13.50,15751,164
1784928223.996,16063,162202215,-1.331,-2.272,-8.781,-5.520,-13.896,2.680,-166.603,7.251,-0.232,-0.136,2.680,-66,13.50,15850,165
1784928224.996,16163,163202228,-0.973,-1.370,-10.167,-9.731,-7.732,5.518,-170.015,7.472,-0.140,-0.099,5.518,-59,10.75,15949,166
1784928225.996,16263,164202228,-2.147,-2.429,-11.505,-3.170,9.663,-3.698,-165.231,10.757,-0.248,-0.219,-3.698,-68,11.50,16048,167
1784928226.996,16363,165202217,-0.201,-1.206,-6.949,0.401,-9.899,13.910,-171.002,6.553,-0.123,-0.020,13.910,-56,13.00,16147,168
1784928228.017,16463,166202216,-3.036,-1.329,-12.384,-9.914,-14.110,-23.290,-172.913,8.907,-0.136,-0.310,-23.290,-51,13.75,16246,169
1784928228.996,16563,167202217,-2.249,-2.585,-9.598,-7.198,-11.974,-3.546,-168.913,9.492,-0.264,-0.229,-3.546,-52,13.50,16345,170
1784928229.996,16663,168202216,-0.511,-1.684,-10.419,-13.729,8.778,14.124,-170.650,6.948,-0.172,-0.052,14.124,-65,12.00,16444,171
1784928230.538,16711,168744267,-2.654,0.298,-14.924,-37.380,15.828,-4.583,-170.039,8.861,0.030,-0.271,-4.583,-69,11.25,16491,172
1784928231.538,16817,169744218,-2.023,-0.529,-12.115,-15.926,0.935,-20.330,-175.730,8.734,-0.054,-0.206,-20.330,-69,10.75,16596,173
1784928232.517,16917,170744226,-1.288,-1.120,-7.820,5.528,-10.784,1.124,-173.738,6.637,-0.114,-0.131,1.124,-61,13.50,16695,174
1784928233.538,17017,171744210,-2.290,-2.033,-11.992,3.422,27.577,28.895,-169.903,12.079,-0.207,-0.233,28.895,-66,14.00,16794,175
1784928234.538,17117,172744230,-1.770,-0.382,-8.759,-7.809,-7.213,22.272,-175.200,5.956,-0.039,-0.180,22.272,-83,10.75,16893,176
1784928235.538,17217,173744219,-2.173,0.496,-10.786,-4.085,-14.720,-15.173,-176.584,8.617,0.051,-0.222,-15.173,-70,10.25,16992,177
1784928236.538,17317,174744221,-0.482,-2.241,-10.594,-9.426,0.111,-34.460,-171.319,6.107,-0.228,-0.049,-34.460,-63,13.25,17091,178
1784928237.517,17417,175744217,-1.415,-0.616,-7.912,3.880,-11.669,2.161,-175.151,6.560,-0.063,-0.144,2.161,-64,10.50,17190,179
