eje,media_pos_g,media_neg_g,offset_ms2,sensibilidad,error_escala_pct
ax,10.165824109543012,-9.527323065173116,0.319250522184948,1.004071072930926,0.4071072930925901
ay,9.502841867572156,-9.975111167684997,-0.2361346500564201,0.9930992252837183,-0.6900774716281699
az,9.30600077181208,-10.247290380087453,-0.4706448041376863,0.9969404002334913,-0.3059599766508714
