# capturado=2026-07-22T13:29:50.244337 puerto=COM3
# Prueba GPS Quectel L86-M33
# L86 detectado a 115200 baudios
# Configurado: 115200 baudios, 10 Hz, RMC+GGA
t_us,lat,lon,v_ms,rumbo,sats,hdop
2096668,4.638468,-74.082183,0.00,288.3,0,0.00
# *** FIX CONSEGUIDO ***
# sats=0 hdop=99.90 fix=SI chars=119 edad_pos=0s
2102872,4.638468,-74.082183,0.00,288.3,11,0.96
2284908,4.638468,-74.082183,0.00,288.3,11,0.96
2289460,4.638468,-74.082183,0.00,288.3,11,0.96
2389280,4.638468,-74.082183,0.00,288.3,11,0.96
2393832,4.638468,-74.082183,0.00,288.3,11,0.96
2493771,4.638468,-74.082183,0.00,288.3,11,0.96
2498319,4.638468,-74.082183,0.00,288.3,11,0.96
2598404,4.638468,-74.082183,0.00,288.3,11,0.96
2602941,4.638468,-74.082183,0.00,288.3,11,0.96
2784390,4.638468,-74.082183,0.00,288.3,11,0.96
2788935,4.638468,-74.082183,0.00,288.3,11,0.96
2888469,4.638468,-74.082183,0.00,288.3,11,0.96
2893016,4.638468,-74.082183,0.00,288.3,11,0.96
2992503,4.638468,-74.082183,0.00,288.3,11,0.96
2997043,4.638468,-74.082183,0.00,288.3,11,0.96
3095494,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=1625 edad_pos=0s
3100035,4.638468,-74.082183,0.00,288.3,11,0.96
3284773,4.638468,-74.082183,0.00,288.3,11,0.96
3289326,4.638468,-74.082183,0.00,288.3,11,0.96
3388916,4.638468,-74.082183,0.00,288.3,11,0.96
3393467,4.638468,-74.082183,0.00,288.3,11,0.96
3492572,4.638468,-74.082183,0.00,288.3,11,0.96
3497110,4.638468,-74.082183,0.00,288.3,11,0.96
3595572,4.638468,-74.082183,0.00,288.3,11,0.96
3600112,4.638468,-74.082183,0.00,288.3,11,0.96
3788576,4.638468,-74.082183,0.00,288.3,11,0.96
3793120,4.638468,-74.082183,0.00,288.3,11,0.96
3892374,4.638468,-74.082183,0.00,288.3,11,0.96
3896910,4.638468,-74.082183,0.00,288.3,11,0.96
3995750,4.638468,-74.082183,0.00,288.3,11,0.96
4000290,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=2969 edad_pos=0s
4184771,4.638468,-74.082183,0.00,288.3,11,0.96
4189297,4.638468,-74.082183,0.00,288.3,11,0.96
4289822,4.638468,-74.082183,0.00,288.3,11,0.96
4294372,4.638468,-74.082183,0.00,288.3,11,0.96
4393372,4.638468,-74.082183,0.00,288.3,11,0.96
4397919,4.638468,-74.082183,0.00,288.3,11,0.96
4496680,4.638468,-74.082183,0.00,288.3,11,0.96
4501213,4.638468,-74.082183,0.00,288.3,11,0.96
4686012,4.638468,-74.082183,0.00,288.3,11,0.96
4690566,4.638468,-74.082183,0.00,288.3,11,0.96
4790687,4.638468,-74.082183,0.00,288.3,11,0.96
4795230,4.638468,-74.082183,0.00,288.3,11,0.96
4894831,4.638468,-74.082183,0.00,288.3,11,0.96
4899369,4.638468,-74.082183,0.00,288.3,11,0.96
5084826,4.638468,-74.082183,0.00,288.3,11,0.96
5089379,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=4433 edad_pos=0s
5190251,4.638468,-74.082183,0.00,288.3,11,0.96
5194787,4.638468,-74.082183,0.00,288.3,11,0.96
5293762,4.638468,-74.082183,0.00,288.3,11,0.96
5298307,4.638468,-74.082183,0.00,288.3,11,0.96
5396527,4.638468,-74.082183,0.00,288.3,11,0.96
5401065,4.638468,-74.082183,0.00,288.3,11,0.96
5585239,4.638468,-74.082183,0.00,288.3,11,0.96
5589795,4.638468,-74.082183,0.00,288.3,11,0.96
5691261,4.638468,-74.082183,0.00,288.3,11,0.96
5695807,4.638468,-74.082183,0.00,288.3,11,0.96
5794551,4.638468,-74.082183,0.00,288.3,11,0.96
5799078,4.638468,-74.082183,0.00,288.3,11,0.96
5980762,4.638468,-74.082183,0.00,288.3,11,0.96
5989722,4.638468,-74.082183,0.00,288.3,11,0.96
6095041,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=5834 edad_pos=0s
6099609,4.638468,-74.082183,0.00,288.3,11,0.96
6197208,4.638468,-74.082183,0.00,288.3,11,0.96
6201753,4.638468,-74.082183,0.00,288.3,11,0.96
6383033,4.638468,-74.082183,0.00,288.3,11,0.96
6387585,4.638468,-74.082183,0.00,288.3,11,0.96
6487136,4.638468,-74.082183,0.00,288.3,11,0.96
6491695,4.638468,-74.082183,0.00,288.3,11,0.96
6591623,4.638468,-74.082183,0.00,288.3,11,0.96
6596166,4.638468,-74.082183,0.00,288.3,11,0.96
6695601,4.638468,-74.082183,0.00,288.3,11,0.96
6700138,4.638468,-74.082183,0.00,288.3,11,0.96
6885757,4.638468,-74.082183,0.00,288.3,11,0.96
6890294,4.638468,-74.082183,0.00,288.3,11,0.96
6989718,4.638468,-74.082183,0.00,288.3,11,0.96
6994251,4.638468,-74.082183,0.00,288.3,11,0.96
7093534,4.638468,-74.082183,0.00,288.3,11,0.96
7098069,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=7361 edad_pos=0s
7196762,4.638468,-74.082183,0.00,288.3,11,0.96
7201295,4.638468,-74.082183,0.00,288.3,11,0.96
7384460,4.638468,-74.082183,0.00,288.3,11,0.96
7388991,4.638468,-74.082183,0.00,288.3,11,0.96
7489080,4.638468,-74.082183,0.00,288.3,11,0.96
7493627,4.638468,-74.082183,0.00,288.3,11,0.96
7594699,4.638468,-74.082183,0.00,288.3,11,0.96
7599247,4.638468,-74.082183,0.00,288.3,11,0.96
7783910,4.638468,-74.082183,0.00,288.3,11,0.96
7788466,4.638468,-74.082183,0.00,288.3,11,0.96
7888981,4.638468,-74.082183,0.00,288.3,11,0.96
7893542,4.638468,-74.082183,0.00,288.3,11,0.96
7992675,4.638468,-74.082183,0.00,288.3,11,0.96
7997216,4.638468,-74.082183,0.00,288.3,11,0.96
8095787,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=8762 edad_pos=0s
8100334,4.638468,-74.082183,0.00,288.3,11,0.96
8285123,4.638468,-74.082183,0.00,288.3,11,0.96
8289679,4.638468,-74.082183,0.00,288.3,11,0.96
8389436,4.638468,-74.082183,0.00,288.3,11,0.96
8393971,4.638468,-74.082183,0.00,288.3,11,0.96
8493623,4.638468,-74.082183,0.00,288.3,11,0.96
8498169,4.638468,-74.082183,0.00,288.3,11,0.96
8598808,4.638468,-74.082183,0.00,288.3,11,0.96
8603354,4.638468,-74.082183,0.00,288.3,11,0.96
8785611,4.638468,-74.082183,0.00,288.3,11,0.96
8790150,4.638468,-74.082183,0.00,288.3,11,0.96
8890100,4.638468,-74.082183,0.00,288.3,11,0.96
8894657,4.638468,-74.082183,0.00,288.3,11,0.96
8995055,4.638468,-74.082183,0.00,288.3,11,0.96
8999613,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=10106 edad_pos=0s
9184527,4.638468,-74.082183,0.00,288.3,11,0.96
9189050,4.638468,-74.082183,0.00,288.3,11,0.96
9289155,4.638468,-74.082183,0.00,288.3,11,0.96
9293712,4.638468,-74.082183,0.00,288.3,11,0.96
9393787,4.638468,-74.082183,0.00,288.3,11,0.96
9398330,4.638468,-74.082183,0.00,288.3,11,0.96
9497563,4.638468,-74.082183,0.00,288.3,11,0.96
9502093,4.638468,-74.082183,0.00,288.3,11,0.96
9686675,4.638468,-74.082183,0.00,288.3,11,0.96
9691213,4.638468,-74.082183,0.00,288.3,11,0.96
9792572,4.638468,-74.082183,0.00,288.3,11,0.96
9797107,4.638468,-74.082183,0.00,288.3,11,0.96
9897657,4.638468,-74.082183,0.00,288.3,11,0.96
9902188,4.638468,-74.082183,0.00,288.3,11,0.96
10087419,4.638468,-74.082183,0.00,288.3,11,0.96
10091946,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=11570 edad_pos=0s
10192740,4.638468,-74.082183,0.00,288.3,11,0.96
10197276,4.638468,-74.082183,0.00,288.3,11,0.96
10296628,4.638468,-74.082183,0.00,288.3,11,0.96
10301158,4.638468,-74.082183,0.00,288.3,11,0.96
10484948,4.638468,-74.082183,0.00,288.3,11,0.96
10489489,4.638468,-74.082183,0.00,288.3,11,0.96
10591855,4.638468,-74.082183,0.00,288.3,11,0.96
10596412,4.638468,-74.082183,0.00,288.3,11,0.96
10697708,4.638468,-74.082183,0.00,288.3,11,0.96
10702253,4.638468,-74.082183,0.00,288.3,11,0.96
10888067,4.638468,-74.082183,0.00,288.3,11,0.96
10892610,4.638468,-74.082183,0.00,288.3,11,0.96
10993261,4.638468,-74.082183,0.00,288.3,11,0.96
10997807,4.638468,-74.082183,0.00,288.3,11,0.96
11097788,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=12971 edad_pos=0s
11102338,4.638468,-74.082183,0.00,288.3,11,0.96
11284978,4.638468,-74.082183,0.00,288.3,11,0.96
11289533,4.638468,-74.082183,0.00,288.3,11,0.96
11391087,4.638468,-74.082183,0.00,288.3,11,0.96
11395642,4.638468,-74.082183,0.00,288.3,11,0.96
11493482,4.638468,-74.082183,0.00,288.3,11,0.96
11498015,4.638468,-74.082183,0.00,288.3,11,0.96
11688208,4.638468,-74.082183,0.00,288.3,11,0.96
11692753,4.638468,-74.082183,0.00,288.3,11,0.96
11792894,4.638468,-74.082183,0.00,288.3,11,0.96
11797441,4.638468,-74.082183,0.00,288.3,11,0.96
11897101,4.638468,-74.082183,0.00,288.3,11,0.96
11901652,4.638468,-74.082183,0.00,288.3,11,0.96
12088472,4.638468,-74.082183,0.00,288.3,11,0.96
12093002,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=14315 edad_pos=0s
12193078,4.638468,-74.082183,0.00,288.3,11,0.96
12197631,4.638468,-74.082183,0.00,288.3,11,0.96
12297814,4.638468,-74.082183,0.00,288.3,11,0.96
12302354,4.638468,-74.082183,0.00,288.3,11,0.96
12483766,4.638468,-74.082183,0.00,288.3,11,0.96
12488307,4.638468,-74.082183,0.00,288.3,11,0.96
12591808,4.638468,-74.082183,0.00,288.3,11,0.96
12596357,4.638468,-74.082183,0.00,288.3,11,0.96
12696704,4.638468,-74.082183,0.00,288.3,11,0.96
12701241,4.638468,-74.082183,0.00,288.3,11,0.96
12888947,4.638468,-74.082183,0.00,288.3,11,0.96
12893506,4.638468,-74.082183,0.00,288.3,11,0.96
12993904,4.638468,-74.082183,0.00,288.3,11,0.96
12998447,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=15596 edad_pos=0s
13184991,4.638468,-74.082183,0.00,288.3,11,0.96
13189542,4.638468,-74.082183,0.00,288.3,11,0.96
13290631,4.638468,-74.082183,0.00,288.3,11,0.96
13295173,4.638468,-74.082183,0.00,288.3,11,0.96
13394997,4.638468,-74.082183,0.00,288.3,11,0.96
13399542,4.638468,-74.082183,0.00,288.3,11,0.96
13586971,4.638468,-74.082183,0.00,288.3,11,0.96
13591518,4.638468,-74.082183,0.00,288.3,11,0.96
13692858,4.638468,-74.082183,0.00,288.3,11,0.96
13697407,4.638468,-74.082183,0.00,288.3,11,0.96
13797230,4.638468,-74.082183,0.00,288.3,11,0.96
13801778,4.638468,-74.082183,0.00,288.3,11,0.96
13984963,4.638468,-74.082183,0.00,288.3,11,0.96
13989508,4.638468,-74.082183,0.00,288.3,11,0.96
14091230,4.638468,-74.082183,0.00,288.3,11,0.96
14095777,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=17060 edad_pos=0s
14196054,4.638468,-74.082183,0.00,288.3,11,0.96
14200598,4.638468,-74.082183,0.00,288.3,11,0.96
14385112,4.638468,-74.082183,0.00,288.3,11,0.96
14389663,4.638468,-74.082183,0.00,288.3,11,0.96
14491208,4.638468,-74.082183,0.00,288.3,11,0.96
14495748,4.638468,-74.082183,0.00,288.3,11,0.96
14594756,4.638468,-74.082183,0.00,288.3,11,0.96
14599295,4.638468,-74.082183,0.00,288.3,11,0.96
14786602,4.638468,-74.082183,0.00,288.3,11,0.96
14791142,4.638468,-74.082183,0.00,288.3,11,0.96
14892193,4.638468,-74.082183,0.00,288.3,11,0.96
14896741,4.638468,-74.082183,0.00,288.3,11,0.96
14996882,4.638468,-74.082183,0.00,288.3,11,0.96
15001422,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=18341 edad_pos=0s
15186872,4.638468,-74.082183,0.00,288.3,11,0.96
15191413,4.638468,-74.082183,0.00,288.3,11,0.96
15292304,4.638468,-74.082183,0.00,288.3,11,0.96
15296857,4.638468,-74.082183,0.00,288.3,11,0.96
15396330,4.638468,-74.082183,0.00,288.3,11,0.96
15400859,4.638468,-74.082183,0.00,288.3,11,0.96
15587088,4.638468,-74.082183,0.00,288.3,11,0.96
15591631,4.638468,-74.082183,0.00,288.3,11,0.96
15692611,4.638468,-74.082183,0.00,288.3,11,0.96
15697145,4.638468,-74.082183,0.00,288.3,11,0.96
15796179,4.638468,-74.082183,0.00,288.3,11,0.96
15800731,4.638468,-74.082183,0.00,288.3,11,0.96
15986809,4.638468,-74.082183,0.00,288.3,11,0.96
15991357,4.638468,-74.082183,0.00,288.3,11,0.96
16092111,4.638468,-74.082183,0.00,288.3,11,0.96
16096657,4.638468,-74.082183,0.00,288.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=19805 edad_pos=0s
16196916,4.638468,-74.082183,0.00,288.3,11,0.96
16201456,4.638468,-74.082183,0.00,288.3,11,0.96
16386990,4.638468,-74.082183,0.00,288.3,11,0.96
16391542,4.638468,-74.082183,0.00,288.3,11,0.96
16493011,4.638468,-74.082183,0.57,53.7,11,0.96
16497469,4.638468,-74.082183,0.57,53.7,11,0.96
16600482,4.638475,-74.082198,0.55,49.9,11,0.96
16604925,4.638475,-74.082198,0.55,49.9,11,0.96
16786821,4.638475,-74.082198,0.00,49.9,11,0.96
16791266,4.638475,-74.082198,0.00,49.9,11,0.96
16893927,4.638475,-74.082198,0.00,49.9,11,0.96
16898381,4.638475,-74.082198,0.00,49.9,11,0.96
16996857,4.638475,-74.082200,0.00,49.9,11,0.96
17001311,4.638475,-74.082200,0.00,49.9,11,0.96
# sats=11 hdop=0.96 fix=SI chars=21081 edad_pos=0s
17187050,4.638475,-74.082200,0.00,49.9,11,0.96
17191508,4.638475,-74.082200,0.00,49.9,11,0.96
17291359,4.638475,-74.082200,0.00,49.9,11,0.96
17295812,4.638475,-74.082200,0.00,49.9,11,0.96
17396374,4.638475,-74.082200,0.00,49.9,11,0.96
17400818,4.638475,-74.082200,0.00,49.9,11,0.96
17587783,4.638475,-74.082200,0.00,49.9,11,0.96
17592234,4.638475,-74.082200,0.00,49.9,11,0.96
17694134,4.638475,-74.082200,0.00,49.9,11,0.96
17698597,4.638475,-74.082200,0.00,49.9,11,0.96
17798067,4.638475,-74.082200,0.00,49.9,11,0.96
17802533,4.638475,-74.082200,0.00,49.9,11,0.96
17986792,4.638475,-74.082200,0.00,49.9,11,0.96
17991256,4.638475,-74.082200,0.00,49.9,11,0.96
18095045,4.638475,-74.082200,0.00,49.9,11,0.96
18099505,4.638475,-74.082200,0.00,49.9,11,0.96
# sats=11 hdop=0.96 fix=SI chars=22537 edad_pos=0s
18287102,4.638475,-74.082200,0.00,49.9,11,0.96
18291561,4.638475,-74.082200,0.00,49.9,11,0.96
18393246,4.638475,-74.082200,0.00,49.9,11,0.96
18397710,4.638475,-74.082200,0.00,49.9,11,0.96
18498397,4.638475,-74.082200,0.00,49.9,11,0.96
18502847,4.638475,-74.082200,0.00,49.9,11,0.96
18686959,4.638475,-74.082200,0.00,49.9,11,0.96
18691416,4.638475,-74.082200,0.00,49.9,11,0.96
18792913,4.638475,-74.082200,0.00,49.9,11,0.96
18797369,4.638475,-74.082200,0.00,49.9,11,0.96
18898074,4.638475,-74.082200,0.00,49.9,11,0.96
18902539,4.638475,-74.082200,0.00,49.9,11,0.96
19085990,4.638475,-74.082200,0.00,49.9,11,0.96
19090459,4.638475,-74.082200,0.00,49.9,11,0.96
# sats=11 hdop=0.96 fix=SI chars=23811 edad_pos=0s
19191305,4.638475,-74.082200,0.00,49.9,11,0.96
19195756,4.638475,-74.082200,0.00,49.9,11,0.96
19296495,4.638475,-74.082200,0.00,49.9,11,0.96
19300944,4.638475,-74.082200,0.00,49.9,11,0.96
19487830,4.638475,-74.082200,0.00,49.9,11,0.96
19492288,4.638475,-74.082200,0.00,49.9,11,0.96
19593889,4.638475,-74.082200,0.00,49.9,11,0.96
19598357,4.638475,-74.082200,0.00,49.9,11,0.96
19698809,4.638475,-74.082200,0.00,49.9,11,0.96
19703268,4.638475,-74.082200,0.00,49.9,11,0.96
19887051,4.638475,-74.082200,0.00,49.9,11,0.96
19891512,4.638475,-74.082200,0.00,49.9,11,0.96
19993959,4.638475,-74.082200,0.00,49.9,11,0.96
19998431,4.638475,-74.082200,0.00,49.9,11,0.96
20101346,4.638475,-74.082200,0.00,49.9,11,0.96
# sats=11 hdop=0.96 fix=SI chars=25205 edad_pos=0s
20105808,4.638475,-74.082200,0.00,49.9,11,0.96
20288304,4.638475,-74.082200,0.00,49.9,11,0.96
20292771,4.638475,-74.082200,0.00,49.9,11,0.96
20393836,4.638475,-74.082200,0.00,49.9,11,0.96
20398294,4.638475,-74.082200,0.00,49.9,11,0.96
20501426,4.638475,-74.082200,0.00,49.9,11,0.96
20505883,4.638475,-74.082200,0.00,49.9,11,0.96
20689593,4.638475,-74.082200,0.51,0.1,11,0.96
20693962,4.638475,-74.082200,0.51,0.1,11,0.96
20795096,4.638487,-74.082195,0.63,24.1,11,0.96
20799558,4.638487,-74.082195,0.63,24.1,11,0.96
20987545,4.638488,-74.082195,0.72,31.4,11,0.96
20991989,4.638488,-74.082195,0.72,31.4,11,0.96
21092395,4.638488,-74.082193,0.74,33.1,11,0.96
21096844,4.638488,-74.082193,0.74,33.1,11,0.96
# sats=11 hdop=0.96 fix=SI chars=26540 edad_pos=0s
21198092,4.638490,-74.082193,0.78,34.4,11,0.96
21202548,4.638490,-74.082193,0.78,34.4,11,0.96
21388261,4.638492,-74.082192,0.93,34.0,11,0.96
21392715,4.638492,-74.082192,0.93,34.0,11,0.96
21493183,4.638492,-74.082190,0.95,34.3,11,0.96
21497631,4.638492,-74.082190,0.95,34.3,11,0.96
21598283,4.638493,-74.082190,0.97,34.1,11,0.96
21602740,4.638493,-74.082190,0.97,34.1,11,0.96
21787920,4.638495,-74.082188,0.99,36.1,11,0.96
21792378,4.638495,-74.082188,0.99,36.1,11,0.96
21892959,4.638495,-74.082188,1.01,38.0,11,0.96
21897413,4.638495,-74.082188,1.01,38.0,11,0.96
21996839,4.638495,-74.082188,0.92,40.0,11,0.96
22001278,4.638495,-74.082188,0.92,40.0,11,0.96
# sats=11 hdop=0.96 fix=SI chars=27814 edad_pos=0s
22185740,4.638495,-74.082187,0.90,40.9,11,0.96
22190180,4.638495,-74.082187,0.90,40.9,11,0.96
22291429,4.638497,-74.082185,0.89,41.5,11,0.96
22295867,4.638497,-74.082185,0.89,41.5,11,0.96
22394912,4.638497,-74.082185,0.88,41.8,11,0.96
22399366,4.638497,-74.082185,0.88,41.8,11,0.96
22586920,4.638498,-74.082183,0.88,41.3,11,0.96
22591379,4.638498,-74.082183,0.88,41.3,11,0.96
22692550,4.638498,-74.082182,0.88,40.3,11,0.96
22696996,4.638498,-74.082182,0.88,40.3,11,0.96
22798203,4.638500,-74.082182,0.88,39.1,11,0.96
22802651,4.638500,-74.082182,0.88,39.1,11,0.96
22988143,4.638502,-74.082180,0.89,38.0,11,0.96
22992601,4.638502,-74.082180,0.89,38.0,11,0.96
23093979,4.638502,-74.082178,0.90,38.0,11,0.96
23098450,4.638502,-74.082178,0.90,38.0,11,0.96
# sats=11 hdop=0.96 fix=SI chars=29270 edad_pos=0s
23199802,4.638503,-74.082178,0.91,38.6,11,0.96
23204240,4.638503,-74.082178,0.91,38.6,11,0.96
23385534,4.638503,-74.082177,0.91,39.5,11,0.96
23389980,4.638503,-74.082177,0.91,39.5,11,0.96
23490208,4.638505,-74.082175,0.92,40.8,11,0.96
23494675,4.638505,-74.082175,0.92,40.8,11,0.96
23596330,4.638505,-74.082173,0.93,42.0,11,0.96
23600777,4.638505,-74.082173,0.93,42.0,11,0.96
23787081,4.638507,-74.082172,0.94,44.5,11,0.96
23791536,4.638507,-74.082172,0.94,44.5,11,0.96
23893618,4.638507,-74.082170,0.93,46.8,11,0.96
23898064,4.638507,-74.082170,0.93,46.8,11,0.96
23998090,4.638507,-74.082170,0.93,48.6,11,0.96
24002551,4.638507,-74.082170,0.93,48.6,11,0.96
# sats=11 hdop=0.96 fix=SI chars=30544 edad_pos=0s
24186625,4.638508,-74.082168,0.92,49.2,11,0.96
24191060,4.638508,-74.082168,0.92,49.2,11,0.96
24291914,4.638508,-74.082167,0.92,49.5,11,0.96
24296364,4.638508,-74.082167,0.92,49.5,11,0.96
24395464,4.638508,-74.082165,0.92,49.6,11,0.96
24399909,4.638508,-74.082165,0.92,49.6,11,0.96
24588460,4.638510,-74.082165,0.92,50.0,11,0.96
24592907,4.638510,-74.082165,0.92,50.0,11,0.96
24694374,4.638512,-74.082163,0.91,50.3,11,0.96
24698820,4.638512,-74.082163,0.91,50.3,11,0.96
24799426,4.638512,-74.082163,0.91,50.3,11,0.96
24803874,4.638512,-74.082163,0.91,50.3,11,0.96
24987202,4.638513,-74.082162,0.90,50.3,11,0.96
24991654,4.638513,-74.082162,0.90,50.3,11,0.96
25093644,4.638513,-74.082160,0.89,50.3,11,0.96
25098084,4.638513,-74.082160,0.89,50.3,11,0.96
# sats=11 hdop=0.96 fix=SI chars=32000 edad_pos=0s
25198196,4.638513,-74.082160,0.88,50.4,11,0.96
25202649,4.638513,-74.082160,0.88,50.4,11,0.96
25385282,4.638515,-74.082158,0.87,50.5,11,0.96
25389740,4.638515,-74.082158,0.87,50.5,11,0.96
25490730,4.638515,-74.082157,0.87,50.6,11,0.96
25495174,4.638515,-74.082157,0.87,50.6,11,0.96
25595021,4.638515,-74.082157,0.87,50.7,11,0.96
25599474,4.638515,-74.082157,0.87,50.7,11,0.96
25786248,4.638517,-74.082155,0.87,50.8,11,0.96
25790701,4.638517,-74.082155,0.87,50.8,11,0.96
25891617,4.638517,-74.082153,0.88,51.0,11,0.96
25896068,4.638517,-74.082153,0.88,51.0,11,0.96
25997255,4.638517,-74.082153,0.88,51.1,11,0.96
26001716,4.638517,-74.082153,0.88,51.1,11,0.96
# sats=11 hdop=0.96 fix=SI chars=33274 edad_pos=0s
26185205,4.638518,-74.082152,0.88,51.3,11,0.96
26189654,4.638518,-74.082152,0.88,51.3,11,0.96
26289903,4.638518,-74.082150,0.88,51.5,11,0.96
26294354,4.638518,-74.082150,0.88,51.5,11,0.96
26395512,4.638518,-74.082150,0.87,51.8,11,0.96
26399954,4.638518,-74.082150,0.87,51.8,11,0.96
26498203,4.638518,-74.082148,0.87,52.0,11,0.96
26502654,4.638518,-74.082148,0.87,52.0,11,0.96
26686536,4.638518,-74.082147,0.88,52.4,11,0.96
26690974,4.638518,-74.082147,0.88,52.4,11,0.96
26792610,4.638518,-74.082145,0.90,52.8,11,0.96
26797058,4.638518,-74.082145,0.90,52.8,11,0.96
26899012,4.638518,-74.082143,0.89,53.3,11,0.96
26903465,4.638518,-74.082143,0.89,53.3,11,0.96
27085889,4.638518,-74.082142,0.88,53.8,11,0.96
27090347,4.638518,-74.082142,0.88,53.8,11,0.96
# sats=11 hdop=0.96 fix=SI chars=34730 edad_pos=0s
27190625,4.638518,-74.082142,0.88,54.3,11,0.96
27195073,4.638518,-74.082142,0.88,54.3,11,0.96
27295248,4.638518,-74.082140,0.88,54.8,11,0.96
27299701,4.638518,-74.082140,0.88,54.8,11,0.96
27485381,4.638518,-74.082138,0.87,55.3,11,0.96
27489834,4.638518,-74.082138,0.87,55.3,11,0.96
27591873,4.638518,-74.082138,0.87,55.9,11,0.96
27596331,4.638518,-74.082138,0.87,55.9,11,0.96
27698486,4.638520,-74.082138,0.86,56.5,11,0.96
27702939,4.638520,-74.082138,0.86,56.5,11,0.96
27886088,4.638520,-74.082137,0.86,57.1,11,0.96
27890551,4.638520,-74.082137,0.86,57.1,11,0.96
27991685,4.638520,-74.082135,0.86,57.8,11,0.96
27996117,4.638520,-74.082135,0.86,57.8,11,0.96
28096539,4.638520,-74.082135,0.85,58.5,11,0.96
28100993,4.638520,-74.082135,0.85,58.5,11,0.96
# sats=11 hdop=0.96 fix=SI chars=36186 edad_pos=0s
28284355,4.638520,-74.082133,0.85,59.2,11,0.96
28288796,4.638520,-74.082133,0.85,59.2,11,0.96
28388641,4.638520,-74.082133,0.84,60.0,11,0.96
28393085,4.638520,-74.082133,0.84,60.0,11,0.96
28493891,4.638520,-74.082133,0.84,60.8,11,0.96
28498345,4.638520,-74.082133,0.84,60.8,11,0.96
28599637,4.638520,-74.082132,0.84,61.5,11,0.96
28604070,4.638520,-74.082132,0.84,61.5,11,0.96
28785730,4.638520,-74.082132,0.84,62.3,11,0.96
28790185,4.638520,-74.082132,0.84,62.3,11,0.96
28891531,4.638520,-74.082130,0.83,63.0,11,0.96
28895974,4.638520,-74.082130,0.83,63.0,11,0.96
28997311,4.638520,-74.082130,0.83,63.8,11,0.96
29001758,4.638520,-74.082130,0.83,63.8,11,0.96
# sats=11 hdop=0.96 fix=SI chars=37460 edad_pos=0s
29186390,4.638520,-74.082128,0.83,64.6,11,0.96
29190831,4.638520,-74.082128,0.83,64.6,11,0.96
29290783,4.638520,-74.082127,0.83,65.3,11,0.96
29295231,4.638520,-74.082127,0.83,65.3,11,0.96
29396808,4.638520,-74.082127,0.83,66.1,11,0.96
29401259,4.638520,-74.082127,0.83,66.1,11,0.96
29587568,4.638518,-74.082125,0.84,66.9,11,0.96
29592008,4.638518,-74.082125,0.84,66.9,11,0.96
29692781,4.638518,-74.082123,0.85,67.7,11,0.96
29697225,4.638518,-74.082123,0.85,67.7,11,0.96
29796554,4.638518,-74.082123,0.84,68.5,11,0.96
29800998,4.638518,-74.082123,0.84,68.5,11,0.96
29985610,4.638518,-74.082122,0.84,69.2,11,0.96
29990065,4.638518,-74.082122,0.84,69.2,11,0.96
30094311,4.638518,-74.082122,0.84,70.0,11,0.96
30098760,4.638518,-74.082122,0.84,70.0,11,0.96
# sats=11 hdop=0.96 fix=SI chars=38916 edad_pos=0s
30285585,4.638518,-74.082120,0.84,70.8,11,0.96
30290034,4.638518,-74.082120,0.84,70.8,11,0.96
30391706,4.638518,-74.082118,0.84,71.5,11,0.96
30396147,4.638518,-74.082118,0.84,71.5,11,0.96
30495294,4.638518,-74.082118,0.84,72.2,11,0.96
30499748,4.638518,-74.082118,0.84,72.2,11,0.96
30690934,4.638518,-74.082117,0.84,72.9,11,0.96
30695385,4.638518,-74.082117,0.84,72.9,11,0.96
30795246,4.638518,-74.082117,0.84,73.6,11,0.96
30799701,4.638518,-74.082117,0.84,73.6,11,0.96
30985618,4.638517,-74.082115,0.83,74.3,11,0.96
30990059,4.638517,-74.082115,0.83,74.3,11,0.96
31091822,4.638517,-74.082115,0.83,75.0,11,0.96
31096274,4.638517,-74.082115,0.83,75.0,11,0.96
# sats=11 hdop=0.96 fix=SI chars=40190 edad_pos=0s
31195277,4.638517,-74.082113,0.82,75.7,11,0.96
31199728,4.638517,-74.082113,0.82,75.7,11,0.96
